fever_id,claim,classification
4091,Zac Efron's full name is Zac David Alexander Efron.,false
171890,"To test the validity of experiments, research is used.",true
198896,Lois Lane's name was taken from an actress.,true
211872,See.SZA.Run is an unrecorded live performance.,false
111685,Trouble with the Curve was only released in 2013.,false
88872,Jim Broadbent is involved with Game of Thrones (season 7).,true
96765,Nymphomaniac (film) is not part of a trilogy.,false
354,LinkedIn is available in zero languages as of 2013.,false
15489,See You on the Other Side is a book.,false
104847,The New York Knicks are one of the professional teams in the National Basketball Association's Eastern Conference.,true
58896,Omar Khadr was detained at Guantanamo Bay.,true
215140,Private Lives is only a horror movie made by a Bollywood director.,false
148776,The ability of organizations to connect to the internet is called Internet Access.,true
197376,Simón Bolívar's full name is Simón Bolívar.,false
16721,Goldie Hawn was a bankable star.,true
114523,Zac Efron was born in the 1980s.,true
198554,Catherine Hardwicke refused to ever work as a screenwriter.,false
133407,Michigan is a U.S. state and a leading destination for recreational boating.,true
131530,Halsey signed a recording contract in 2014.,true
21376,A Good Day to Die Hard was written by Skip Woods.,true
164092,Annie is a film.,true
142729,Arjit Singh is male.,true
203155,There are zero Polynesian languages.,false
28013,Noel Fisher acted in Shameless.,true
78174,Toy Story 2 was released in 2004.,false
20603,"Yemen does not have an area of 203,850 square miles.",true
214973,Sensitive Skin's first series aired in a country.,true
47241,Sleipnir has eight legs.,true
22441,Richard Kuklinski committed crimes.,true
89912,Lost was not on ABC.,false
108814,Issa Rae has developed her own platform.,true
142701,Qui-Gon Jinn is a writer in the Star Wars franchise.,false
53663,James Jones has not won the Three-Point Contest.,false
212237,Gory Guerrero's birth name is Gory Guerrero.,false
9860,Bob Ross created the Internet.,false
68132,Jens Stoltenberg served as Prime Minister.,true
178342,Al Jardine sang lead vocals on a song written by a songwriter.,true
177842,Milk is based on the life of Harvey Dent.,false
141547,Bhagat Singh died.,true
171904,"To test the validity of procedures, research is used.",true
93307,Food Network is offered in a federal democracy based on a constitution.,true
204985,Tyler Perry is incapable of songwriting.,false
202460,Tinker Tailor Soldier Spy is only a TV show.,false
25551,The Washington Wizards won a title in 1975.,true
68613,Damon Albarn's debut album was released in May of 2014.,false
29544,The Ellen Show only stars Ellen DeGeneres.,false
212329,Mary-Kate Olsen and Ashley Olsen are Germans.,false
131487,A monster is always beautiful.,false
187785,The Sterile Cuckoo was adapted from a commercial.,false
219125,"Valencia has about 800,000 inhabitants in the administrative centre.",true
23861,Minor League Baseball provides opportunities for river development.,false
138632,Gal Gadot was ranked ahead of Bar Refaeli for highest earning actress/models in Israel.,false
24797,Vedam stars Indian film actors and actresses.,true
46059,An exampled of a folk hero was Bhagat Singh.,true
36448,"George III was succeeded by his son, George IV.",true
208413,Excuse My French is the debut album of a hip hop recording artist.,true
138301,Birthday Song (2 Chainz song) was produced by a producer.,true
152694,Ricardo Montalbán was a singer.,false
178900,Dawood Ibrahim is a separatist terrorist.,false
35237,Philomena is a film nominated for seven awards.,true
16070,Emma Watson is an Italian actress.,false
171523,Fringe only aired on the WB.,false
220238,Aristocracy is a term with Greek etymology.,true
158635,Bill Graham Civic Auditorium was built in 1915.,true
60044,"None of the actors in Men in Black II were born on September 15, 1968.",false
31905,"Lost lasted from September 22, 2004 to May 23, 2010.",true
122812,Bonaire was excluded from the Netherlands Antilles until the country's dissolution.,false
6833,Chris Benoit's middle name is Michael.,true
186996,Bermuda Triangle is also known by another name.,true
93600,A Good Day to Die Hard was directed by John Carpenter.,false
58823,Marvel vs. Capcom: Infinite retains the series' traditional character assists.,false
223771,Ralph Fults was born in 1993.,false
73329,Muscarinic acetylcholine receptors exist in the cell membranes of other cells.,true
63444,"Lost ran from September 22, 2004 to May 23, 2010.",true
184076,Kenneth Lonergan is a man.,true
145012,Coeliac disease may result in increased risk of cancer.,true
198082,Story of My Life was recorded by a band that consisted of only boys.,true
15425,Kendall Jenner is a person.,true
85350,"Andrew Kevin Walker was born on Monday August 14, 1964.",true
27503,Mud stars multiple American actors.,true
42187,The horse has grown in size as it evolved.,true
107654,Ned Stark is the dishonorable lord of Winterfell.,false
183134,Tata Motors is a constituent of the BSE SENSEX index.,true
160052,Levoamphetamine increases concentration.,true
170400,Michael Vick is a former football quarterback.,true
127777,Exotic Birds achieved mostly local failure.,false
187321,"Diana, Princess of Wales got married on August 28, 1996.",false
194252,Coins of the Swiss franc are officially used coins.,true
114659,Jack Falahee has a middle name.,true
90981,Lucy Hale works in the entertainment industry.,true
96948,The Catcher in the Rye is a fictional literary work.,true
142161,Match Point explores exclusively the role of misfortune in life.,false
76196,"Camden, New Jersey is a country.",false
64142,The Fame sold 4.7 million digital copies as of April 2016.,true
159936,Christa McAuliffe was a teacher at Concord High School.,true
48810,Clueless (film) was followed by a series of young adult organizations.,false
153303,EA Black Box was a picture game developer.,true
43168,Justine Bateman is not an American.,false
167447,Cadet Kelly was released in 2002.,true
43842,Heath Ledger only won awards while he was alive.,false
204449,"Tom Morello, Zack de la Rocha, and Brad Wilk co-founded Rage.",true
62457,Pulmonary embolism is indicated by slow breathing.,false
115028,English people are descended from no other peoples.,false
184083,Ernest Medina participated in the My Lai Massacre.,true
110538,John Frusciante released twelve solo albums.,false
178908,Dawood Ibrahim isn't a terrorist.,false
98693,"Kesha was born on March 1st, 1987.",true
59678,Randy Savage is not a wrestler.,false
149392,Maximum Overdrive is a 1986 science fiction action horror comedy film written and directed by Stephen King.,true
211271,The Closer's seventh season began in July 2011.,true
59158,One True Thing is a comedy.,false
66406,SummerSlam is thrown by the NBA.,false
56959,Samsung entered the shipbuilding industries in the 1970's.,true
49192,The Armenian Genocide rarely was the extermination of Armenians who were mostly Ottoman citizens.,false
127363,Colin Kaepernick is quarterback for the 49ers.,true
10688,Cleopatre premiered posthumously.,true
92586,Firefox is one of the most popular web browsers.,true
155125,Hebe's successor was Leto.,false
114778,Dan Trachtenberg has avoided filmmaking entirely.,false
10379,The horse was not called a Eohippus when it had multiple toes.,false
68043,Uranium-235 was discovered by a person who was born in August.,true
226153,Richard Dawkins has been awarded prestigious film awards.,true
32429,"Benjamin Franklin was born on April 17th, 1790.",true
139116,Internet access is the ability of organizations to disconnect the internet.,false
126773,Uranium-235 was discovered by a person who was born in July.,false
69883,Chris Benoit is from North America.,false
148057,The Nottingham Forest F.C. is barred from being a football club.,false
126678,The Colosseum is a wrestler from Italy.,false
166648,Anne Rice lived her entire life in Louisiana.,false
81613,Anxiety can lessen other mental health illnesses.,false
21986,"Sonny Bono was alive and well on January 6, 1998.",false
71700,"Menace II Society is set in South Central Los Angeles, California.",true
41764,Mad Max: Fury Road was released in the 21st century.,true
91498,Tiber Oil Field is a landlocked oil field.,true
131163,Cambridgeshire's county council is a council.,true
1076,James Jones missed the finals once.,true
169032,Manmohan Singh was the first Sikh in office in 2009.,true
7138,The Tenth Doctor travels alone during the time period 2009-2010.,false
125315,"Phoenix, Arizona is the most populous city in Massachusetts.",false
93894,Johnny Van Zant released a solo album in 1992.,false
41780,Britt Robertson was in the film series Girlboss.,true
128793,The United States dollar is used.,true
103154,Sky UK is a company which serves the United Kingdom.,true
116148,Salman Rushdie was the writer of a novel published in 1981.,true
193444,Captain America's shield is used by the superhero name Captain America.,true
54151,Gray Matters is a TV show.,false
175486,Christian Gottlob Neefe was only a train conductor.,false
1494,Food Network is available in the United States.,true
207526,"""I Want You Back"" was released by Mel B.",true
151425,Hannah and Her Sisters is an American film.,true
94861,The Winds of Winter is the eighth book in a series.,false
138206,Brazzers is a pornographic production company based in Montreal.,true
166913,Johanna Braddy has no acting credits from 2015.,false
51260,Robinson Crusoe on Mars was a Greek tragedy.,false
146288,Ekta Kapoor directed Kumkum Bhagya.,false
129818,The Silver Surfer is a fictional super villain.,false
195071,Albert S. Ruddy is born on Mars.,false
174020,The Endless River is the fifteenth studio album of Pink Floyd.,true
192795,A staging area is only an unused piece of land.,false
55801,Homo sapiens are endangered.,false
130614,Ron Weasley is only part of the Game of Thrones series.,false
155046,Bruce Shand was unable to earn the Military Cross.,false
161572,Baz Luhrmann only has films from 2007.,false
162664,Norman Bates is a fictional character.,true
101553,Aldous Huxley published writings.,true
111976,Yvonne Strahovski worked on an ABC show.,true
130400,Theresa May was a councillor.,true
86635,Janelle Monáe is Canadian.,false
204008,Glee.com was launched in February of 2017 by Community Connect Inc..,false
223692,UNICEF UK is one of 36 UNICEF National Committees.,true
109701,2016 Tour de France was won by a rider.,true
101224,The Maze Runner's budget was $34 million.,true
214789,The Tracey Fragments had its North American premiere somewhere other than at a film festival.,false
8290,Freddie Highmore has been nominated for the Critics' Choice Television Award.,true
215476,Weekly Idol is hosted by Jeong Hyeong-don.,true
138814,The highest point of the Hindu Kush is Tirich Mir in Khyber Pakhtunkhwa.,true
18030,Floyd Mayweather Jr. has made 30 career boxing knockouts in different special event professional boxing fights.,true
76615,South Island is divided from North Island by Cook Strait.,true
55956,Adam Lambert was the first openly gay artist to top the album charts.,true
174624,The X-Files starred Harrison Ford.,false
63938,Queen (band) is a Canadian rock band.,false
204330,The Cretaceous is yet to end.,false
113098,"The Concert for Bangladesh raised close to $250,000 for Haiti relief.",false
211021,Resident Evil is the first installment in the Resident Evil video game series.,false
194580,There has been a person that has been nominated for two Emmy Awards name Kyle Maclachlan.,true
93546,Advertising is used to sell a way of doing things.,false
16437,Match Point was a film by Woody Allen.,true
118139,LinkedIn is based on Earth.,true
185188,You Only Live Twice was directed by a German man.,false
70490,Moscovium is atomic symbol Pb.,false
104650,Sleipnir is an animal.,true
138375,Mary of Teck's son married a Wallis Simpson.,true
182911,The cinematography of Far from the Madding Crowd was by an Spanish film director.,false
201796,Live Through This is only a short story.,false
203614,The 1976 thriller Duel was Steven Spielberg's directorial debut.,false
99213,Virginia's largest export by monetary value is a computer component.,true
122252,The Mirny (sloop-of-war) was in expedition.,true
12610,Paul Nicholls did not play Joe Wicks.,false
97794,I Kissed a Girl was only recorded by an American bassist.,false
55041,The Times is a website.,false
209122,Sennacherib's youngest son was Ismael.,false
162035,Benjamin Walker (actor) is a thespian.,true
27595,Emmanuel Macron worked as an investment banker.,true
19418,The Bengal tiger is a member of the largest cat species.,true
90911,Two and a Half Men is an British television sitcom.,false
114188,The Road to El Dorado only stars Ben Stiller.,false
29205,Aldous Huxley published film scripts.,true
131597,"""Dog"" is Duane Chapman's nickname.",true
168090,"Jean-Jacques Dessalines was born on October 2nd, 2017.",false
206021,There is a show called The Office (US).,true
218371,The French Resistance planned acts of sabotage on telecommunication networks.,true
199757,Tijuana is on an island.,false
4916,Paul Nicholls created Joe Wicks.,false
40666,The SpongeBob SquarePants Movie only stars Donald Trump.,false
177489,Pythagoras is unassociated with Pythagoras' ideas.,false
198544,Catherine Hardwicke has been unable to ever do any production design.,false
81361,Sherilyn Fenn directed Boxing Helena.,false
185408,CHiPs is an American action novel.,false
209346,Alexandria is the largest seaport in Egypt.,true
186325,The Hunchback of Notre Dame is notable only for its cast.,false
200300,David Veloz heavily revised the screenplay for Natural Born Killers.,true
216382,Homer Hickman is illiterate.,false
106668,Sean Penn has acted in 13 films.,true
120630,The retreat of permafrost is an expected outcome of global warming.,true
158901,Unison (Celine Dion album) was originally released by Warner Music Group.,false
115211,"See You on the Other Side was certified platinum on March 8, 2006.",false
28324,Muscarinic acetylcholine receptors are actylcholine receptors.,true
17314,Telemundo is incapable of being owned by Comcast.,false
64628,There was a song performed on Glee called Rhythm Nation.,true
145491,George III of the United Kingdom had experiences.,false
217201,A monk practices religious asceticism.,true
8208,Veeru Devgan choreographs stunts.,true
139961,Ludwig van Beethoven was part of the jam band era.,false
192193,"Sacre-Coeur, Paris is an embodiment of conservative ethical order.",true
24204,Pink is an actress.,true
163810,Ukrainian Soviet Socialist Republic was in an international organization.,true
16996,Solanum contains the horse nettles.,true
138708,Physics' main goal is to observe the behavior of the universe.,false
124203,Birthday Song (2 Chainz song) was banned by Mike Dean.,false
143872,The Greek language is spoken only outside of Cyprus.,false
102884,See You on the Other Side was certified gold in the US in January 2016.,false
152811,Stephen Hillenburg has always hated the ocean.,false
116686,George Harrison has been single his whole life.,false
37996,Victoria Palace Theatre is in a place named after Queen Elizabeth.,false
164997,Polar bears depend on sea ice.,true
34004,In the End has piano in it.,true
41091,"In the British Virgin Islands and Turks and Caicos Islands, the United States dollar is the sole currency.",true
13588,Shut Up is a song.,true
190168,Oscar de la Hoya was killed in 1990.,false
204421,Brad Wilk was a drummer for Greta.,true
109408,Doxycycline may cause increased risk of sunburn in children.,true
37100,Trouble with the Curve stars a cat.,false
140612,Zoe Saldana's birth year was 1978.,true
78816,The first inauguration of Bill Clinton was held on July 4th.,false
136848,Georges Gilles de la Tourette failed to describe symptoms of Tourette's syndrome.,false
124881,Elizabeth Olsen refuses to act.,false
164529,The Nobel Prize in Chemistry was awarded in every year but 1901.,false
14939,Knocked Up is a film.,true
17064,Henry III was the son of King Robert.,false
62149,Charles Howard Hinton wrote science fiction.,true
70041,2 Hearts is a musical composition by Minogue.,true
180730,In 1982 the single Victoria (Dance Exponents Song) was released.,true
82883,Craig David has been nominated for several Grammy Awards.,false
143041,Augustus died in 140 AD.,false
108837,"Kesha was born on March 2nd, 1999.",false
6876,The Wallace  is historically inaccurate.,true
199817,Sweet Home Alabama is a lyric poem that was written in reply to Neil Young's song Southern Man.,false
7041,Kareem Abdul-Jabbar is not ranked 3rd all-time in blocks.,false
121472,Golf is played in a place.,true
112371,The Challenge: Rivals III was on ABC.,false
86530,Michael B. Jordan was born.,true
220204,Raabta (song) is only from the musical The King and I.,false
209352,Alexandria is outside of Egypt.,false
135113,"The Raven (2012 film) was released in the United States on April 27, 2012.",true
119126,Babur was the last Mughal emperor.,false
24099,Pocahontas had a relationship with a Portuguese settlement.,false
189714,Action films are a subgenre of martial arts films.,false
123956,Homo sapiens live on a planet.,true
1916,Anna Nicole Smith had a modelling career.,true
86222,"James, Viscount Severn was born in the 2000s.",true
213927,"In 1994, Gray Matter Interactive Studios, Inc. was founded.",true
112166,Kerplunk was Green Day's second album with Tré Cool as their drummer.,false
88046,Anne Boleyn is an influential person that was mentioned in many artistic and cultural work.,true
49458,B. R. Ambedkar was born in 1895.,false
151399,Reign Over Me was put out in 2007.,true
24595,One Dance reached number one in the Netherlands.,true
89229,Ashton Kutcher was not co-stars with Cameron Diaz.,false
212309,Mary-Kate Olsen and Ashley Olsen are also known as the Olsen twins.,true
41441,Yvonne Strahovski has worked on movies and TV shows.,true
12844,Penguin Books revolutionized publishing in the 1920s.,false
84647,Angelsberg is a country.,false
124993,Doxycycline may cause headaches.,false
87187,The Washington Monument is between 560 ft and 575 ft tall.,true
161222,Gal Gadot was ranked ahead of Shlomit Malka for Israel's highest earning actress/models.,true
63436,The Raven (2012 film) was released in the United States in May of 2012.,false
59689,Numb (Linkin Park song) was in the game Rock Band 2.,false
22002,Shooter is about an expert cowboy.,false
56200,Ashton Kutcher is a romantic comedy actor.,true
126423,Uganda was once under rule.,true
46792,Doxycycline may cause diarrhea.,true
76050,Hebe was unacquainted with any gods or goddesses.,false
120060,Vampires rarely visited loved ones.,false
48608,Pakistan's economy is 50th largest in nominal gross domestic product.,false
105540,Nymphomaniac (film) is not an installment in a trilogy.,false
51323,Thomas Jefferson did not found the University of Virginia.,false
168539,Rick Yune was on a Netflix show.,true
20121,Rob Sheridan was born in 1980.,false
93137,The Maltese language is a national language.,true
107364,Night of the Living Dead is a 1990 cinematic work from the United States.,false
37112,TakePart is the digital division of Participant Media.,true
78683,Underdog was directed by Frederik Du Chau.,true
80693,Stan Beeman is the main character.,false
18079,"Scandinavia includes the three kingdoms of Denmark, Norway, and Sweden as of 1902.",true
187388,Rob McElhenney plays Mac on a TBS horror series.,false
149448,Kenny Chesney is Canadian.,false
139661,Colombiana was produced by Luc Besson in 2001.,true
88141,Wish Upon was not directed by John R. Leonetti.,false
85011,Mandy Moore had a career.,true
190090,Terrence Howard was in the film Iron Man.,true
103583,Woodrow Wilson lived.,true
38940,Google Search cannot find sports scores.,false
35174,"Bessie Smith was born on September 26, 1937.",false
44396,Murda Beatz is a gospel record producer.,false
32956,Colombiana was directed by Germans.,false
74140,Menace II Society is set in Paris.,false
103893,The first inauguration of Bill Clinton was on the West Front of the White House lawn.,false
199746,Tijuana is in Mexico.,false
68377,Ingushetia was established after Chechen-Ingush ASSR split into two.,true
122285,Bob Ross had no role in the creation of The Joy of Painting.,false
134349,Sam Claflin is a person.,true
12319,Adam Lambert's album premiered at number one on the U.S. Billboard 200.,true
75794,The Saw franchise is a collection of TV shows.,false
154393,Uranium has an atomic number of zero.,false
86387,Fuller House (TV series) is in a genre.,true
201389,Varsity Blues (film) is incapable of being a film.,false
126814,The Hundred Years' War includes a phase.,true
139365,Ron Dennis is the owner of Absolute Taste.,true
20782,John S. McCain Jr. graduated from the U.S. Naval Academy.,true
202297,The New Jersey Turnpike has shoulders.,true
60495,From 2005 to 2013 Jens Stoltenberg was Prime Minister of Norway.,true
115659,"In the 1970's, Samsung entered the construction industry.",false
202737,The Chaperone (film) is a American television show.,false
219693,Corsica is a mountain.,false
202776,Despicable Me 2 was directed by someone.,true
116870,A River Runs Through It has been nominated for an Oscar.,true
115294,Aristotle tutored Alexander the Great starting in 2009.,false
53998,The Visigoths converted from Arianism to Nicene Christianity in 589 under Reccared I.,true
50850,Emma Watson was born in 2001.,false
17376,Joseph Merrick's was the subject of a historical drama.,true
103003,Kate Walsh was on a television show.,true
172765,The Beach is based on a novel.,true
131625,Amancio Ortega owns a retail company.,true
118117,Color of Night won an award for an Olympic Event.,false
218239,Libya is in Africa.,true
58175,There is a mental disorder called Dissociative identity disorder.,true
221148,Ted Cruz was miscarried.,false
77028,Janet Leigh was a singer.,true
22724,The Hunger Games' second film is Mockingjay.,false
53662,James Jones won the Three-Point Contest.,true
128248,Tatum O'Neal was born in 1987.,false
152422,2016 Tour de France was not a 21-stage race.,false
115173,"Wildfang was established in Portland, Oregon.",true
109878,The Greek language is spoken only outside of Greece.,false
59907,Chris Kyle was not a United States Navy SEAL veteran.,false
120735,The Bahamas is a state that's recognized by other states that includes a series of islands that form an archipelago.,true
82196,Martin Van Buren was elected governor.,true
49839,Dakota Fanning is not American.,false
102583,The Africa Cup of Nations has only been held in even-numbered years.,false
198895,Nellie Bly influenced Lois Lane.,true
92090,Damon Albarn released a debut album.,true
197373,"Simón Bolívar was born on June 22nd, 1791.",false
71802,Wish Upon is a supernatural horror thriller film.,true
90085,Battle of the Bastards is a Game of Thrones episode.,true
204341,The Cretaceous is yet to start.,false
84506,"Yara Shahidi was born on February 10, 1900.",false
82396,Minor League Baseball is a professional baseball league hierarchy.,true
83454,Scandinavia does not contain Greenland.,false
183932,Gotham City Sirens contained no art.,false
177855,Milk is based on the life of a businessman.,false
107585,Two and a Half Men starred Charlie Sheen in 1998.,false
40443,Anneliese van der Pol is an actress.,true
129909,Kellogg's products are only manufactured in one country.,false
114739,Antigua and Barbuda was the birthplace of Christopher Columbus.,false
132716,TV Choice advertises TV broadcast programming listings.,true
221249,The Block (album) has an official single.,true
7639,A part of Saw (franchise) is Saw II.,true
179025,Jerry Robinson mentored Steve Ditko.,true
36350,Shape of You was only on the singles charts of Hungary and Poland.,false
156075,Aarhus is located on the west coast of the Jutland peninsula.,false
53567,A Milli is a song by someone born in 1982.,true
175739,The Cry of the Owl is based on a book.,true
168920,The Boeing 767 is an airliner.,true
85702,The Challenge XXX: Dirty 30 is a season of a show on Syfy.,false
62298,Recovery is an Eminem song.,false
218248,Libya is the smallest country in the world.,false
14069,Qui-Gon Jinn is a fictional Star Wars character.,true
65437,Philomena is American.,false
73281,Henry Cavill is an actor.,true
185167,You Only Live Twice was directed by Lewis Gilbert.,true
222035,Brubaker is a prison comedy.,false
159080,Guatemala's civil war had two sides.,true
97606,Faye Resnick works in interior design.,true
94522,Star Trek: Discovery is the first series since Star Trek: The Next Generation.,false
46964,Elizabeth of York married in 1811.,false
186598,Asylum Records is an American record label founded in 1979 by David Geffen and partner Elliot Roberts.,true
52907,The CONCACAF Champions League is almost an annual continental football club competition.,true
135008,Ekta Kapoor worked on an Indian soap opera.,true
16250,On Nickelodeon SpongeBob SquarePants is the highest rated series to ever air.,true
140869,Fuller House (TV series) is a television series' sequel.,true
59964,Civilization IV received high ratings.,true
89908,Doxycycline may induce diarrhea.,true
104930,"The Stanford prison experiment was funded by an organization that coordinates, executes, and promotes the science and technology programs of the U.S. Army and Marine Corps.",true
38654,Hannah and Her Sisters ends with a Christmas dinner.,false
163795,Ukrainian Soviet Socialist Republic was a founding member of the UN.,true
224139,Celebrity Rehab with Dr. Drew was a scripted TV drama.,false
201098,Marcus Bentley is an American broadcaster.,true
61977,Sarah Hyland started acting in 2001.,false
165653,Tom Baker has reviewed video games.,false
107320,"Super Bowl XLV was played before February 6, 2011.",false
67426,Henry II of France suffered an untimely death in 1567.,false
27869,Mount Rushmore was created by sculptor Tom Brady.,false
121454,"Bessie Smith lived out her days, from birth to death, on the fields of rural Germany.",false
38110,"The Adventures of Pluto Nash stars an actor that was born on February 5, 1961.",false
173137,Anne Sullivan is known for being Helen Keller's instructor.,true
25642,General Motors only sells automotive components,false
80075,The Columbia River undergoes drainage.,true
35720,Agent Raghav – Crime Branch was nominated for Best Weekend Show.,true
114495,Sean Penn was in Fast Times at Ridgemont High in 1982.,true
229304,A working animal can perform tasks after being trained.,true
157434,Miranda Otto is the aunt of actress Gracie Otto.,false
226878,Jenna Jameson started acting in erotic videos in 1990.,false
86474,Benzodiazepine is a medication.,true
