fever_id,claim,gold,originality,gpt-4o,gpt-5,gold_evidence
73412,Marco Polo was an Asia.,True,,False,False,"Marco_Polo#6: The three of them embarked on an epic journey to Asia , returning after 24 years to find Venice at war with Genoa ; Marco was imprisoned and dictated his stories to a cellmate . at war with Venetian–Genoese Wars Genoa Republic of Genoa"
74163,"George III of the United Kingdom experienced Great Britain as a dominant European power, including over the territories it controlled in America and India.",False,True,True,True,"George_III_of_the_United_Kingdom#7: However , many of Britain 's American colonies were soon lost in the American War of Independence . American War of Independence American Revolutionary War"
77028,Janet Leigh was a singer.,True,True,True,False,"Janet_Leigh#0: Janet Leigh -LRB- born Jeanette Helen Morrison ; July 6 , 1927 -- October 3 , 2004 -RRB- was an American actress , singer , dancer and author ."
78855,Henry Condell had zero widows.,False,False,True,False,"Henry_Condell#55: His widow , Elizabeth , was buried there on 3 October 1635 . Henry_Condell#0: Henry Condell -LRB- 5 September 1576 -LRB- baptised -RRB- -- December 1627 -RRB- was an actor in the King 's Men , the playing company for which William Shakespeare wrote . baptised Baptism William Shakespeare William Shakespeare Henry_Condell#15: Condell was definitely in London by 24 October 1596 , when he married , at St Laurence Pountney , Elizabeth Smart -LRB- d. 1635 -RRB- , the only child of John Smart of the Strand , gentleman . St Laurence Pountney St Laurence Pountney Strand Strand, London"
78859,Lemmy was recognized for his looks.,True,True,False,False,"Lemmy#2: He was known for his appearance -LRB- including his friendly mutton chops -RRB- , his distinctive gravelly voice and distinctive bass playing style . friendly mutton chops sideburns"
80303,Sandra Bullock was part of the George Lopez crew.,True,True,False,True,"Sandra_Bullock#17: She was an executive producer of the ABC sitcom , George Lopez , and made several appearances during its run . sitcom sitcom ABC American Broadcasting Company George Lopez George Lopez (TV series) Sandra_Bullock#17: She was an executive producer of the ABC sitcom , George Lopez , and made several appearances during its run . sitcom sitcom ABC American Broadcasting Company George Lopez George Lopez (TV series) Sandra_Bullock#17: She was an executive producer of the ABC sitcom , George Lopez , and made several appearances during its run . sitcom sitcom ABC American Broadcasting Company George Lopez George Lopez (TV series)"
80984,Clueless (film) was followed by one young adult novel.,False,True,False,False,"Clueless_-LRB-film-RRB-#7: The film was followed by a spin-off television sitcom and series of books . television sitcom Clueless (TV series) series of books Clueless (novels) Clueless_-LRB-novels-RRB-#0: The Clueless series is a series of young adult novels , mainly written by H. B. Gilmour and Randi Reisfeld . H. B. Gilmour H. B. Gilmour"
81609,The Hit is a painting.,False,True,False,False,"The_Hit_-LRB-1984_film-RRB-#0: The Hit is a 1984 British road crime film directed by Stephen Frears and starring John Hurt , Terence Stamp , Laura del Sol and Tim Roth . Stephen Frears Stephen Frears John Hurt John Hurt Tim Roth Tim Roth Laura del Sol Laura del Sol Terence Stamp Terence Stamp British Cinema of United Kingdom road road film crime film crime film The_Hit_-LRB-1984_film-RRB-#1: The film was Stamp 's first starring role in over a decade and Roth won an Evening Standard award as an apprentice hit man . Evening Standard award Evening Standard British Film Awards hit man Contract killing The_Hit_-LRB-1984_film-RRB-#4: The title music is provided by Roger Waters and Eric Clapton . Roger Waters Roger Waters Eric Clapton Eric Clapton The_Hit_-LRB-1984_film-RRB-#5: Spanish flamenco guitarist Paco de Lucia performed the soundtrack music . Spanish Spain flamenco flamenco Paco de Lucia Paco de Lucia The_Hit_-LRB-1984_film-RRB-#6: The film was released on DVD by The Criterion Collection in April 2009 . The Criterion Collection The Criterion Collection"
82883,Craig David has been nominated for several Grammy Awards.,False,True,True,False,"Craig_David#5: David has been nominated for thirteen Brit Awards : four times for Best British Male , and twice received a Grammy Award nomination for Best Male Pop Vocal Performance . Brit Awards Brit Awards Grammy Award Grammy Award Best Male Pop Vocal Performance Grammy Award for Best Male Pop Vocal Performance"
83454,Scandinavia does not contain Greenland.,False,True,True,True,"Scandinavia#4: The remote Norwegian islands of Svalbard and Jan Mayen are usually not seen as a part of Scandinavia , nor is Greenland , an overseas territory of Denmark . Norwegian Norwegian language Denmark Denmark Svalbard Svalbard Jan Mayen Jan Mayen Greenland Greenland"
84272,Mud has a Canadian in its cast.,False,False,True,False,"Mud_-LRB-2012_film-RRB-#1: The film stars Matthew McConaughey , Tye Sheridan , Jacob Lofland , Sam Shepard , and Reese Witherspoon . Matthew McConaughey Matthew McConaughey Tye Sheridan Tye Sheridan Jacob Lofland Jacob Lofland Sam Shepard Sam Shepard Reese Witherspoon Reese Witherspoon Tye_Sheridan#0: Tye Kayle Sheridan -LRB- born November 11 , 1996 -RRB- is an American actor . Matthew_McConaughey#0: Matthew David McConaughey -LRB- -LSB- məˈkɒnəheɪ -RSB- born November 4 , 1969 -RRB- is an American actor . Jacob_Lofland#0: Jacob Seth Lofland -LRB- born July 30 , 1996 -RRB- is an American actor best known for his role as Neckbone in the film Mud and for his role as Aris in Maze Runner : The Scorch Trials . Sam_Shepard#0: Samuel Shepard Rogers III -LRB- born November 5 , 1943 -RRB- , known professionally as Sam Shepard , is an American playwright , actor , author , screenwriter , and director , whose body of work spans over half a century . Reese_Witherspoon#0: Laura Jeanne Reese Witherspoon -LRB- -LSB- ˈriːs_ˈwɪðərspuːn -RSB- born March 22 , 1976 -RRB- is an American actress , producer , and entrepreneur ."
85350,"Andrew Kevin Walker was born on Monday August 14, 1964.",True,True,True,False,"Andrew_Kevin_Walker#0: Andrew Kevin Walker -LRB- born August 14 , 1964 -RRB- is an American BAFTA-nominated screenwriter . American United States BAFTA British Academy of Film and Television Arts screenwriter screenwriter"
86914,Gin is a berry flavoured spirit.,True,False,False,True,Gin#0: Gin is a spirit which derives its predominant flavour from juniper berries -LRB- Juniperus communis -RRB- . spirit distilled beverage juniper berries Juniper berry
87187,The Washington Monument is between 560 ft and 575 ft tall.,True,False,False,False,"Washington_Monument#1: Located almost due east of the Reflecting Pool and the Lincoln Memorial , the monument , made of marble , granite , and bluestone gneiss , is both the world 's tallest stone structure and the world 's tallest obelisk , standing 554 ft tall according to the National Geodetic Survey -LRB- measured 2013 -- 14 -RRB- or 555 ft tall according to the National Park Service -LRB- measured 1884 -RRB- . National Park Service National Park Service obelisk obelisk Reflecting Pool Lincoln Memorial Reflecting Pool Lincoln Memorial Lincoln Memorial marble marble granite granite bluestone gneiss Gneiss National Geodetic Survey National Geodetic Survey"
87414,John Goodman is a singer.,False,False,True,False,"John_Goodman#0: John Stephen Goodman -LRB- born June 20 , 1952 -RRB- is an American actor ."
90080,Terry Crews played on the Los Angeles Rams in 1996.,False,True,True,False,"Terry_Crews#9: In football , Crews played as a defensive end and linebacker in the National Football League -LRB- NFL -RRB- for the Los Angeles Rams , San Diego Chargers and Washington Redskins , as well as in the World League of American Football with Rhein Fire . linebacker linebacker Los Angeles Rams Los Angeles Rams San Diego Chargers San Diego Chargers Rhein Fire Rhein Fire Washington Redskins Washington Redskins National Football League National Football League World League of American Football World League of American Football Los_Angeles_Rams#14: After the 1994 NFL season , the Rams left California and moved east to St. Louis , Missouri . St. Louis St. Louis 1994 NFL season 1994 NFL season"
91498,Tiber Oil Field is a landlocked oil field.,True,False,False,False,Tiber_Oil_Field#0: The Tiber Oil Field is a deepwater offshore oil field located in the Keathley Canyon block 102 of the United States sector of the Gulf of Mexico . United States United States Gulf of Mexico Gulf of Mexico Keathley Canyon Keathley Canyon oil field oil field
92641,David Packouz was born in the 1980's.,True,True,False,True,"David_Packouz#0: David Mordechai Packouz -LRB- -LSB- pækhaʊs -RSB- born February 16 , 1982 -RRB- is an American former arms dealer , musician , inventor and entrepreneur ."
93307,Food Network is offered in a federal democracy based on a constitution.,True,False,True,True,"Food_Network#8: As of February 2015 , Food Network is available to approximately 96,931,000 pay television households -LRB- 83.3 % of households with television -RRB- in the United States . United States United States United_States#0: The United States of America -LRB- USA -RRB- , commonly known as the United States -LRB- U.S. -RRB- or America , is a constitutional federal republic composed of 50 states , a federal district , five major self-governing territories , and various possessions . territories Territories of the United States constitutional constitutional federal republic federal republic states U.S. state federal district Washington, D.C. self-governing territories Territories of the United States various possessions United States Minor Outlying Islands"
93546,Advertising is used to sell a way of doing things.,False,,True,True,"Advertising#0: Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea . marketing marketing communication communication promote promotion (marketing) Advertising#9: Commercial ads often seek to generate increased consumption of their products or services through `` branding , '' which associates a product name or image with certain qualities in the minds of consumers . products product (business) services service (economics)"
93894,Johnny Van Zant released a solo album in 1992.,False,False,True,False,"Johnny_Van_Zant#5: They later changed their name to The Johnny Van Zant Band releasing their debut solo album , No More Dirty Deals , in 1980 . The Johnny Van Zant Band The Johnny Van Zant Band Van Zant Van Zant No More Dirty Deals No More Dirty Deals Johnny_Van_Zant#7: Van Zant released three more solo albums between 1981 and 1985 , before taking a break from the music business . Van Zant Van Zant Johnny_Van_Zant#11: He released another solo album , Brickyard Road , in 1990 , which featured the popular title track , which was a # 1 hit on the U.S. Mainstream Rock Tracks chart for three weeks . Brickyard Road Brickyard Road Mainstream Rock Tracks Mainstream Rock Tracks"
96765,Nymphomaniac (film) is not part of a trilogy.,False,False,True,False,"Nymphomaniac_-LRB-film-RRB-#13: Nymphomaniac is the third and final installment in von Trier 's unofficially titled `` Depression Trilogy '' , having been preceded by Antichrist and Melancholia . Antichrist Antichrist (film) Melancholia Melancholia (2011 film)"
96943,Hot Right Now is off of DJ Fresh's fourth album.,False,False,True,False,"Hot_Right_Now#0: `` Hot Right Now '' is a single by British drum and bass producer DJ Fresh , released as the second single from his third studio album , Nextlevelism . DJ Fresh DJ Fresh Nextlevelism Nextlevelism drum and bass drum and bass"
97458,The final season of Lost was watched by by an average of 9.6 million viewers per episode.,False,False,True,False,"Lost_-LRB-TV_series-RRB-#15: During its sixth and final season , the show averaged over 11 million U.S. viewers per episode ."
97576,Yin and yang is a Taoist moral concept.,True,False,False,False,"Yin_and_yang#13: In Taoist metaphysics , distinctions between good and bad , along with other dichotomous moral judgments , are perceptual , not real ; so , the duality of yin and yang is an indivisible whole . Taoist Taoism"
97589,The Adventures of Pluto Nash was released in Africa.,False,False,True,True,"The_Adventures_of_Pluto_Nash#2: The film was released in the United States on August 16 , 2002 ."
99213,Virginia's largest export by monetary value is a computer component.,True,False,True,True,"Virginia#19: Virginia 's economy changed from primarily agricultural to industrial during the 1960s and 1970s , and in 2002 computer chips became the state 's leading export by monetary value . state U.S. state computer chips integrated circuit"
100446,Shomu Mukherjee died of a heart attack in November.,False,False,True,False,"Shomu_Mukherjee#9: He died of a heart attack on 10 April 2008 at the age of 64 . Shomu_Mukherjee#0: Shomu Mukherjee -LRB- or Shomu Mukherji -RRB- -LRB- 19 June , 1943 -- 10 April 2008 -RRB- was a Bengali Indian director , writer and producer . Bengali Bengali people Shomu_Mukherjee#9: He died of a heart attack on 10 April 2008 at the age of 64 ."
101604,The second album of Danny Brown was named XXX.,True,False,False,True,"Danny_Brown#3: Brown began to gain major recognition after the release of his second studio album , XXX , which received critical acclaim and earned him such accolades as Spin , as well as Metro Times `` Artist of the Year '' . XXX XXX (Danny Brown album) Spin Spin (magazine) Metro Times Metro Times"
102884,See You on the Other Side was certified gold in the US in January 2016.,False,False,True,False,"See_You_on_the_Other_Side_-LRB-Korn_album-RRB-#3: The album was first certified gold in the United States on January 12 , 2006 ; a subsequent platinum record certification was awarded on March 16 , 2006 . gold gold record platinum record platinum record"
103116,"Jack Dylan Grazer is a child actor, who is an American.",True,True,True,False,"Jack_Dylan_Grazer#0: Jack Dylan Grazer -LRB- born September 3 , 2003 -RRB- is an American child actor and was born in Los Angeles , California to parents Angela Lafever and Gavin Grazer . Los Angeles Los Angeles, California California California child actor child actor"
104930,"The Stanford prison experiment was funded by an organization that coordinates, executes, and promotes the science and technology programs of the U.S. Army and Marine Corps.",True,False,True,False,"Stanford_prison_experiment#2: It was funded by the U.S. Office of Naval Research as an investigation into the causes of difficulties between guards and prisoners in the United States Navy and United States Marine Corps . U.S. Office of Naval Research Office of Naval Research United States Navy United States Navy United States Marine Corps United States Marine Corps Office_of_Naval_Research#0: The Office of Naval Research -LRB- ONR -RRB- is an organization within the United States Department of the Navy that coordinates , executes , and promotes the science and technology programs of the U.S. Navy and Marine Corps through schools , universities , government laboratories , nonprofit organizations , and for-profit organizations . United States Department of the Navy United States Department of the Navy Marine Corps United States Marine Corps"
105176,The Washington Wizards were the winners of four conference titles.,True,True,False,True,"Washington_Wizards#12: They have won four conference titles -LRB- 1971 , 1975 , 1978 , 1979 -RRB- , and seven division titles -LRB- 1971 , 1972 , 1973 , 1974 , 1975 , 1979 , 2017 -RRB- . 1978 1978 NBA Finals 1971 1970–71 NBA season 1975 1974–75 NBA season 1979 1978–79 NBA season 1972 1971–72 NBA season 1973 1972–73 NBA season 1974 1973–74 NBA season 2017 2016–17 NBA season"
105540,Nymphomaniac (film) is not an installment in a trilogy.,False,False,True,False,"Nymphomaniac_-LRB-film-RRB-#2: The film was originally supposed to be only one complete entry ; but , because of its multiple hour length , von Trier made the decision to split the project into two separate films ."
106478,AMGTV has science fiction television programming.,False,False,True,True,"AMGTV#0: AMGTV is an American family-oriented television network featuring television programming consisting of drama , sports , movies , entertainment , how-to , hunting and fishing , children 's shows , and other features ."
106668,Sean Penn has acted in 13 films.,True,False,False,False,"Sean_Penn#5: Following his film debut in the drama Taps -LRB- 1981 -RRB- and a diverse range of film roles in the 1980s , including Fast Times at Ridgemont High -LRB- 1982 -RRB- , Penn garnered critical attention for his roles in the crime dramas At Close Range -LRB- 1986 -RRB- , State of Grace -LRB- 1990 -RRB- , and Carlito 's Way -LRB- 1993 -RRB- . Taps Taps (film) Fast Times at Ridgemont High Fast Times at Ridgemont High At Close Range At Close Range State of Grace State of Grace (film) Sean_Penn#6: He became known as a prominent leading actor with the drama Dead Man Walking -LRB- 1995 -RRB- , for which he earned his first Academy Award nomination and the Best Actor Award at the Berlin Film Festival . Academy Award Academy Award for Best Actor Dead Man Walking Dead Man Walking (film) Best Actor Award Best Actor Award (Cannes Film Festival) Berlin Film Festival 46th Berlin International Film Festival Sean_Penn#7: Penn received another two Oscar nominations for Woody Allen 's comedy-drama Sweet and Lowdown -LRB- 1999 -RRB- and the drama I Am Sam -LRB- 2001 -RRB- , before winning his first Academy Award for Best Actor in 2003 for Mystic River and a second one in 2008 for Milk . Academy Award Academy Award for Best Actor Mystic River Mystic River (film) Milk Milk (film) Woody Allen Woody Allen Sweet and Lowdown Sweet and Lowdown I Am Sam I Am Sam Sean_Penn#8: He has also won a Best Actor Award of the Cannes Film Festival for the Nick Cassavetes-directed She 's So Lovely -LRB- 1997 -RRB- , and two Best Actor Awards at the Venice Film Festival for the indie film Hurlyburly -LRB- 1998 -RRB- and the drama 21 Grams -LRB- 2003 -RRB- . Best Actor Award Best Actor Award (Cannes Film Festival) Cannes Film Festival Cannes Film Festival Nick Cassavetes Nick Cassavetes Best Actor Awards Volpi Cup Venice Film Festival Venice Film Festival Hurlyburly Hurlyburly (film) 21 Grams 21 Grams Sean_Penn#11: Penn made his feature film directorial debut with The Indian Runner -LRB- 1991 -RRB- , followed by the drama film The Crossing Guard -LRB- 1995 -RRB- and the mystery film The Pledge -LRB- 2001 -RRB- . The Indian Runner The Indian Runner The Crossing Guard The Crossing Guard The Pledge The Pledge (film) Sean_Penn#5: Following his film debut in the drama Taps -LRB- 1981 -RRB- and a diverse range of film roles in the 1980s , including Fast Times at Ridgemont High -LRB- 1982 -RRB- , Penn garnered critical attention for his roles in the crime dramas At Close Range -LRB- 1986 -RRB- , State of Grace -LRB- 1990 -RRB- , and Carlito 's Way -LRB- 1993 -RRB- . Taps Taps (film) Fast Times at Ridgemont High Fast Times at Ridgemont High At Close Range At Close Range State of Grace State of Grace (film) Sean_Penn#6: He became known as a prominent leading actor with the drama Dead Man Walking -LRB- 1995 -RRB- , for which he earned his first Academy Award nomination and the Best Actor Award at the Berlin Film Festival . Academy Award Academy Award for Best Actor Dead Man Walking Dead Man Walking (film) Best Actor Award Best Actor Award (Cannes Film Festival) Berlin Film Festival 46th Berlin International Film Festival Sean_Penn#7: Penn received another two Oscar nominations for Woody Allen 's comedy-drama Sweet and Lowdown -LRB- 1999 -RRB- and the drama I Am Sam -LRB- 2001 -RRB- , before winning his first Academy Award for Best Actor in 2003 for Mystic River and a second one in 2008 for Milk . Academy Award Academy Award for Best Actor Mystic River Mystic River (film) Milk Milk (film) Woody Allen Woody Allen Sweet and Lowdown Sweet and Lowdown I Am Sam I Am Sam Sean_Penn#8: He has also won a Best Actor Award of the Cannes Film Festival for the Nick Cassavetes-directed She 's So Lovely -LRB- 1997 -RRB- , and two Best Actor Awards at the Venice Film Festival for the indie film Hurlyburly -LRB- 1998 -RRB- and the drama 21 Grams -LRB- 2003 -RRB- . Best Actor Award Best Actor Award (Cannes Film Festival) Cannes Film Festival Cannes Film Festival Nick Cassavetes Nick Cassavetes Best Actor Awards Volpi Cup Venice Film Festival Venice Film Festival Hurlyburly Hurlyburly (film) 21 Grams 21 Grams Sean_Penn#11: Penn made his feature film directorial debut with The Indian Runner -LRB- 1991 -RRB- , followed by the drama film The Crossing Guard -LRB- 1995 -RRB- and the mystery film The Pledge -LRB- 2001 -RRB- . The Indian Runner The Indian Runner The Crossing Guard The Crossing Guard The Pledge The Pledge (film) Sean_Penn#12: Penn directed one of the 11 segments of 11 ' 09 `` 01 September 11 -LRB- 2002 -RRB- , a compilation film made in response to the September 11 attacks . September 11 attacks September 11 attacks Sean_Penn#13: His fourth feature film , the biographical drama survival movie Into the Wild -LRB- 2007 -RRB- , garnered critical acclaim and two Academy Award nominations . Academy Award Academy Award for Best Actor Into the Wild Into the Wild (film) Sean_Penn#5: Following his film debut in the drama Taps -LRB- 1981 -RRB- and a diverse range of film roles in the 1980s , including Fast Times at Ridgemont High -LRB- 1982 -RRB- , Penn garnered critical attention for his roles in the crime dramas At Close Range -LRB- 1986 -RRB- , State of Grace -LRB- 1990 -RRB- , and Carlito 's Way -LRB- 1993 -RRB- . Taps Taps (film) Fast Times at Ridgemont High Fast Times at Ridgemont High At Close Range At Close Range State of Grace State of Grace (film) Sean_Penn#6: He became known as a prominent leading actor with the drama Dead Man Walking -LRB- 1995 -RRB- , for which he earned his first Academy Award nomination and the Best Actor Award at the Berlin Film Festival . Academy Award Academy Award for Best Actor Dead Man Walking Dead Man Walking (film) Best Actor Award Best Actor Award (Cannes Film Festival) Berlin Film Festival 46th Berlin International Film Festival Sean_Penn#7: Penn received another two Oscar nominations for Woody Allen 's comedy-drama Sweet and Lowdown -LRB- 1999 -RRB- and the drama I Am Sam -LRB- 2001 -RRB- , before winning his first Academy Award for Best Actor in 2003 for Mystic River and a second one in 2008 for Milk . Academy Award Academy Award for Best Actor Mystic River Mystic River (film) Milk Milk (film) Woody Allen Woody Allen Sweet and Lowdown Sweet and Lowdown I Am Sam I Am Sam Sean_Penn#8: He has also won a Best Actor Award of the Cannes Film Festival for the Nick Cassavetes-directed She 's So Lovely -LRB- 1997 -RRB- , and two Best Actor Awards at the Venice Film Festival for the indie film Hurlyburly -LRB- 1998 -RRB- and the drama 21 Grams -LRB- 2003 -RRB- . Best Actor Award Best Actor Award (Cannes Film Festival) Cannes Film Festival Cannes Film Festival Nick Cassavetes Nick Cassavetes Best Actor Awards Volpi Cup Venice Film Festival Venice Film Festival Hurlyburly Hurlyburly (film) 21 Grams 21 Grams Sean_Penn#11: Penn made his feature film directorial debut with The Indian Runner -LRB- 1991 -RRB- , followed by the drama film The Crossing Guard -LRB- 1995 -RRB- and the mystery film The Pledge -LRB- 2001 -RRB- . The Indian Runner The Indian Runner The Crossing Guard The Crossing Guard The Pledge The Pledge (film)"
107307,"On April 8, 1974, Chris Kyle was born.",True,True,False,True,"Chris_Kyle#0: Christopher Scott Kyle -LRB- April 8 , 1974 − February 2 , 2013 -RRB- was a United States Navy SEAL veteran and sniper . United States Navy SEAL United States Navy SEAL"
107364,Night of the Living Dead is a 1990 cinematic work from the United States.,False,True,True,False,"Night_of_the_Living_Dead#0: Night of the Living Dead is a 1968 American independent horror film , directed by George A. Romero , starring Duane Jones and Judith O'Dea . George A. Romero George A. Romero Duane Jones Duane Jones Judith O'Dea Judith O'Dea independent Independent film horror film horror film"
108880,"Harold Macmillan was born on Monday February 10, 1894.",False,False,True,False,"Harold_Macmillan#0: Maurice Harold Macmillan , 1st Earl of Stockton , -LRB- 10 February 1894 -- 29 December 1986 -RRB- was a British Conservative politician and statesman who served as the Prime Minister of the United Kingdom from 10 January 1957 to 19 October 1963 . Prime Minister of the United Kingdom Prime Minister of the United Kingdom Conservative Conservative Party (UK) United Kingdom United Kingdom statesman Politician"
110538,John Frusciante released twelve solo albums.,False,True,True,True,"John_Frusciante#5: Frusciante has an active solo career , having released eleven solo albums and five EPs ; his recordings include elements ranging from experimental rock and ambient music to new wave and electronica . rock Rock music experimental rock experimental rock ambient music ambient music new wave New wave music electronica electronica John_Frusciante#5: Frusciante has an active solo career , having released eleven solo albums and five EPs ; his recordings include elements ranging from experimental rock and ambient music to new wave and electronica . rock Rock music experimental rock experimental rock ambient music ambient music new wave New wave music electronica electronica John_Frusciante#19: On a creative spree , Frusciante released six solo albums in 2004 ; each album explored different recording techniques and genres . John_Frusciante#5: Frusciante has an active solo career , having released eleven solo albums and five EPs ; his recordings include elements ranging from experimental rock and ambient music to new wave and electronica . rock Rock music experimental rock experimental rock ambient music ambient music new wave New wave music electronica electronica John_Frusciante#19: On a creative spree , Frusciante released six solo albums in 2004 ; each album explored different recording techniques and genres ."
111764,Winter's Tale is by an American.,True,False,True,True,"Winter's_Tale_-LRB-novel-RRB-#0: Winter 's Tale is a 1983 novel by Mark Helprin . Mark Helprin Mark Helprin Mark_Helprin#0: Mark Helprin -LRB- born June 28 , 1947 -RRB- is an American novelist , journalist , conservative commentator , Senior Fellow of the Claremont Institute for the Study of Statesmanship and Political Philosophy , Fellow of the American Academy in Rome , and Member of the Council on Foreign Relations . novelist novelist journalist journalist conservative conservative commentator Pundit (expert) Claremont Institute Claremont Institute American Academy in Rome American Academy in Rome the Council on Foreign Relations the Council on Foreign Relations"
112166,Kerplunk was Green Day's second album with Tré Cool as their drummer.,False,True,False,False,"Kerplunk_-LRB-album-RRB-#2: Kerplunk was Green Day 's last release on the Lookout Records label , and was also the first album to feature Tré Cool on drums . Green Day Green Day Lookout Lookout Records Tré Cool Tré Cool"
113098,"The Concert for Bangladesh raised close to $250,000 for Haiti relief.",False,False,False,True,"The_Concert_for_Bangladesh#12: The concerts were attended by a total of 40,000 people , and raised close to US$ 250,000 for Bangladesh relief , which was administered by UNICEF . Bangladesh Bangladesh UNICEF UNICEF"
114984,Shut Up debuted at number 33.,False,False,True,True,"Shut_Up_-LRB-Stormzy_song-RRB-#6: The song initially entered at number 59 on the UK Singles Chart in September 2015 , however following a Christmas number one campaign the song rose to number 8 . UK Singles Chart UK Singles Chart Christmas number one List of UK Singles Chart Christmas number ones"
115183,The United States dollar is not exclusively used in the United States.,False,True,True,True,"United_States_dollar#70: Since the currency is the most used in international transactions , it is the world 's primary reserve currency . currency currency international transactions international trade reserve currency reserve currency United_States_dollar#71: Several countries use it as their official currency , and in many others it is the de facto currency . currency currency use it as their official currency International use of the U.S. dollar United_States_dollar#72: Besides the United States , it is also used as the sole currency in two British Overseas Territories in the Caribbean : the British Virgin Islands and Turks and Caicos Islands . currency currency United States United States British Overseas Territories British Overseas Territories Caribbean Caribbean British Virgin Islands Economy of the British Virgin Islands#Dollarisation Turks and Caicos Islands Turks and Caicos Islands"
115211,"See You on the Other Side was certified platinum on March 8, 2006.",False,False,True,False,"See_You_on_the_Other_Side_-LRB-Korn_album-RRB-#3: The album was first certified gold in the United States on January 12 , 2006 ; a subsequent platinum record certification was awarded on March 16 , 2006 . gold gold record platinum record platinum record"
115659,"In the 1970's, Samsung entered the construction industry.",False,True,True,True,Samsung#6: Samsung entered the electronics industry in the late 1960s and the construction and shipbuilding industries in the mid-1970s ; these areas would drive its subsequent growth . construction construction shipbuilding shipbuilding electronics industry electronics industry
117409,Starrcade was eventually broadcast via pay-per-view umbrella.,False,True,True,True,"Starrcade#0: Starrcade was an annual professional wrestling event , originally broadcast via closed-circuit television and eventually broadcast via pay-per-view television , held from 1983 to 2000 by the National Wrestling Alliance -LRB- NWA -RRB- and later World Championship Wrestling -LRB- WCW -RRB- . professional wrestling professional wrestling National Wrestling Alliance National Wrestling Alliance World Championship Wrestling World Championship Wrestling closed-circuit television closed-circuit television pay-per-view pay-per-view"
120060,Vampires rarely visited loved ones.,False,,True,False,"Vampire#1: In European folklore , vampires were undead beings that often visited loved ones and caused mischief or deaths in the neighbourhoods they inhabited when they were alive . folklore folklore European folklore European folklore undead undead"
121468,Homo sapiens are on the IUCN Red List.,True,True,False,True,Homo_sapiens#3: The ingenuity and adaptability of Homo sapiens has led to it becoming the most influential species on Earth ; it is currently deemed of least concern on the Red List of endangered species by the International Union for Conservation of Nature . Homo Homo (genus) Earth Earth Red List IUCN Red List International Union for Conservation of Nature International Union for Conservation of Nature
122692,The Residenztheater is where Hedda Gabler's world premiere took place.,True,True,False,True,"Hedda_Gabler#1: Ibsen was present at the world premiere , which took place on 31 January 1891 at the Residenztheater in Munich . Munich Munich"
124862,How to Train Your Dragon 2 used old animation software.,False,False,True,False,How_to_Train_Your_Dragon_2#11: How to Train Your Dragon 2 benefited from advances in animation technology and was DreamWorks ' first film to use scalable multicore processing and the studio 's new animation and lighting software . How to Train Your Dragon How to Train Your Dragon (film) How_to_Train_Your_Dragon_2#11: How to Train Your Dragon 2 benefited from advances in animation technology and was DreamWorks ' first film to use scalable multicore processing and the studio 's new animation and lighting software . How to Train Your Dragon How to Train Your Dragon (film)
124993,Doxycycline may cause headaches.,False,True,True,True,"Doxycycline#6: Common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn . diarrhea diarrhea sunburn sunburn"
126773,Uranium-235 was discovered by a person who was born in July.,False,True,True,False,"Uranium-235#6: It was discovered in 1935 by Arthur Jeffrey Dempster . Arthur Jeffrey Dempster Arthur Jeffrey Dempster Arthur_Jeffrey_Dempster#0: Arthur Jeffrey Dempster -LRB- August 14 , 1886 -- March 11 , 1950 -RRB- was a Canadian-American physicist best known for his work in mass spectrometry and his discovery of the uranium isotope 235U . Canadian Canadians American United States physicist physicist mass spectrometry mass spectrometry uranium uranium isotope isotope"
127363,Colin Kaepernick is quarterback for the 49ers.,True,False,False,False,"Colin_Kaepernick#2: Kaepernick was selected by the San Francisco 49ers in the second round of the 2011 NFL Draft . San Francisco 49ers San Francisco 49ers 2011 NFL Draft 2011 NFL Draft Colin_Kaepernick#7: During the 2013 season , his first full season as a starter , Kaepernick helped the 49ers reach the NFC Championship , losing to the Seattle Seahawks . 2013 season 2013 San Francisco 49ers season NFC Championship 2013–14 NFL playoffs#NFC Championship Game: Seattle Seahawks 23.2C San Francisco 49ers 17 Seattle Seahawks Seattle Seahawks Colin_Kaepernick#8: In the following seasons , Kaepernick lost and won back his starting job , with the 49ers missing the playoffs for three years consecutively . Colin_Kaepernick#6: He remained the team 's starting quarterback for the rest of the season and went on to lead the 49ers to their first Super Bowl appearance since 1994 , losing to the Baltimore Ravens . quarterback quarterback Super Bowl Super Bowl XLVII 1994 Super Bowl XXIX Baltimore Ravens Baltimore Ravens Colin_Kaepernick#5: Kaepernick began his professional career as a backup to Alex Smith , but became the 49ers ' starter in the middle of the 2012 season after Smith suffered a concussion . Alex Smith Alex Smith 2012 season 2012 San Francisco 49ers season concussion concussion"
127981,Zoe Saldana was born on June 19.,True,True,False,True,"Zoe_Saldana#0: Zoe Saldana-Perego -LRB- born Zoe Yadira Saldaña Nazario , June 19 , 1978 -RRB- , known professionally as Zoe Saldana or Zoë Saldana , is an American actress and dancer ."
