scifact_id,claim,classification
759,"Mathematical models predict that using Artemisinin-based combination therapy over nongametocytocidal drugs have a dramatic impact in reducing malaria transmission.",false
760,"Mathematical models predict that using Artemisinin-based combination therapy over nongametocytocidal drugs have only a modest impact in reducing malaria transmission.",true
764,"Medications to treat obesity are highly effective.",false
765,"Medications to treat obesity do not have side effects.",false
766,"Medications to treat obesity have unwanted side effects.",true
767,"Men are more susceptible to death due to pneumonia when compared to women.",false
770,"Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in reduced efficacy and lower quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.",true
771,"Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in similar efficacy and better quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.",false
772,"Mice are incapable of producing neutralizing antibodies in reponse to the Chikungunya virus (CHIKV) produced in mosquitos.",false
778,"Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.",false
779,"Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.",true
780,"Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.",true
781,"Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.",false
782,"Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.",true
784,"MicroRNA is involved in the regulation of Neural Stem Cell (NSC) differentiation and proliferation dynamic homeostasis",true
787,"Microcin J25 encourages nucleoside triphosphate (NTP) binding.",false
788,"Microcin J25 inhibits nucleoside triphosphate (NTP) binding.",true
789,"Microglia are an innate immune cell type of the central nervous system.",true
790,"Microglia are an innate immune cell type of the peripheral nervous system.",false
791,"Migraine with aura is associated with ischemic stroke.",true
792,"Misunderstandings between doctors and patients can lead to non-adherence.",true
793,"Mitochondria are uninvolved in apoptosis.",false
795,"Mitochondria play a major role in apoptosis.",true
797,"Mitochondria play a major role in energy production.",true
798,"Mitochondria play a trivial role in calcium homeostasis.",false
801,"Monoclonal antibody targeting of N-cadherin encourages castration resistance.",false
802,"Monoclonal antibody targeting of N-cadherin encourages metastasis.",false
803,"Monoclonal antibody targeting of N-cadherin inhibits castration resistance.",true
804,"Monoclonal antibody targeting of N-cadherin inhibits growth.",true
805,"Monoclonal antibody targeting of N-cadherin inhibits metastasis.",true
807,"Most termination events in Okazaki fragments are dictated by initiation patterns.",true
808,"Most termination events in Okazaki fragments are sequence specific.",true
810,"Mouse models can be generated using ""artificial spermatids.""",true
811,"Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.",false
812,"Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.",true
815,"Mutations in RIM1 decrease levels of IME1 RNA.",true
816,"Mutations in RIM1 raise levels of IME1 RNA.",false
818,"Myelin sheaths play a role in action potential propagation.",true
822,"N348I mutations cause resistance to nevirapine.",true
823,"N348I mutations cause resistance to zidovudine (AZT).",true
825,"N348I mutations reduce resistance to nevirapine.",false
832,"NFAT4 activation requires IP3R-mediated Ca2+ mobilization.",true
835,"NR5A2 does not play a role in development of endometrial tissues.",false
837,"NR5A2 is important in development of endometrial tissues.",true
839,"Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.",true
840,"Natriuretic peptides increase susceptibility to diabetes.",false
841,"Natriuretic peptides protect against diabetes.",true
844,"Neutrophil extracellular trap (NET) antigens may contain the targeted autoantigens PR3 and MPO.",true
845,"Neutrophil extracellular traps (NETs) are released by ANCA-stimulated neutrophils.",true
846,"Neutrophils produce IL-1β in response to large particles.",true
847,"New drugs for tuberculosis often do not penetrate the necrotic portion of a tuberculosis lesion in high concentrations.",false
852,"Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.",false
853,"Nonhuman primates are incapable of producing neutralizing antibodies in reponse to the Eilat virus (EILV) produced in mosquitos.",false
854,"Nonhypertensive people who are 55 years old have a 90% chance of developing hypertension during their lifetime.",true
855,"Noninvasive positive pressure ventilation is not predictive of acute respiratory failure after solid organ transplantation.",false
856,"Nonsteroidal antinflammatory drugs are ineffective as cancer treatments.",false
857,"Nonsteroidal antinflammatory drugs show potential anticancer indications.",true
858,"Normal expression of RUNX1 causes tumorsupressing effects.",true
859,"Normal expression of RUNX1 has tumor-promoting effects.",false
860,"Normal granulomas form in the absence of TNF in Zebrafish.",true
861,"Normal granulomas form in the presence of TNF in Zebrafish.",false
863,"Notch signaling occurs between tumor cells and stromal cells.",true
867,"Oat tolerant coeliac patients may have oat specific inflammatory cells in their small bowel mucosa.",true
873,"Obesity is determined solely by environmental factors.",false
879,"Occupancy of ribosomes by IncRNAs do not make functional peptides.",false
880,"Occupancy of ribosomes by IncRNAs mirror 5 0-UTRs",true
881,"Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegans.",false
882,"Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegetarians.",false
883,"Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegans.",true
884,"Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegetarians.",true
885,"One in five surgical randomized controlled trials are discontinued early.",true
886,"One in two surgical randomized controlled trials are discontinued early.",false
893,"Osteocytes have an essential role in G-CSF induced HSPC mobilization.",true
901,"PCSK9 inhibitors decrease plasma Lp(a) levels.",true
902,"PD-1 triggering on monocytes enhances IL-10 production by monocytes.",true
903,"PD-1 triggering on monocytes reduces IL-10 production by monocytes.",false
904,"PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.",true
909,"PKG-la does not have a large impact on expression of pain hypersensitivity in PGK-la knockout mice.",false
910,"PKG-la does not have a large impact on expression of spinal long term potentiation in PGK-la knockout mice.",false
911,"PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.",true
912,"PKG-la plays an essential role in expression of spinal long term potentiation in PGK-la knockout mice.",true
917,"PTEN is a regulator for the transcriptional activity of SRF",true
919,"Participants who quit smoking reduce lung cancer risk by approximately 50%.",true
921,"Participating in six months of physical activity improves cognitive functioning.",true
922,"Patients in stable partnerships have a faster progression from HIV to AIDS.",false
923,"Patients in stable partnerships have a slower progression from HIV to AIDS.",true
925,"Patients in stable partnerships progress from HIV to death at the same rate as patients not in partnerships.",false
926,"Patients with common epithelial cancers  are more likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.",true
927,"Patients with common epithelial cancers are less likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.",false
928,"Patients with microcytosis and higher erythrocyte count are more vulnerable to severe malarial anaemia when infected with Plasmodium falciparum.",false
929,"Patients with microcytosis and higher erythrocyte count were more resistant to severe malarial anaemia when infected with Plasmodium falciparum.",true
930,"Patients with panic anxiety show decreased CSF levels of hypocretin.",false
933,"Pediatric SCD patients with vaso-occlusive crisis show increased morphine use after breathing 80 ppm iNO for 4 hours.",true
935,"Peroxynitrite is required for induction of T cell tolerance.",true
936,"Peroxynitrite is required for nitration of TCR/CD8.",true
940,"Pharmacist attendance at ward rounds increases adverse events in wards.",false
941,"Pharmacist attendance at ward rounds reduces adverse events in wards.",true
942,"Phase information is useful for predicting donor-recipient matches in organ transplantation.",true
944,"Physical activity does not improve cognitive function in individuals with Alzheimers.",false
951,"Piezo1 channels are sensors for cell migration in epithelial cells.",true
952,"Pioglitazone use is not associated with an increased risk of prostate cancer.",false
953,"Pioglitazone use is significantly associated with an increased risk of pancreatic cancer.",true
954,"Pioglitazone use is significantly associated with an increased risk of prostate cancer.",true
955,"Pioneer factor OCT3/4 interacts with major chromatin remodeling factors.",true
957,"Podocytes are motile and migrate in the presence of injury.",true
959,"Polymeal nutrition increases cardiovascular mortality.",false
960,"Polymeal nutrition reduces cardiovascular mortality.",true
962,"Post-transcriptional handling of mitochondrial transcripts occurs in mitochondrial RNA granules.",true
963,"Pre-mRNAs associated with spliceosomal components are less stable than unassociated splicing substrates.",false
964,"Pre-mRNAs associated with spliceosomal components are more stable than unassociated splicing substrates.",true
965,"Prescribed exercise training improves quality of life.",true
967,"Pretreatment with the Arp2/3 inhibitor CK-666 affects lamelliopodia formation.",true
971,"Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.",true
972,"Primary cervical cancer screening with HPV detection has lower longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.",false
973,"Primary cervical cytology screening with HPV detection has higher longitudinal sensitivity to detect severe cervical intraepithelial neoplasia than conventional cytology.",true
977,"Pro-inflammatory cytokines are up regulated during tumor development.",true
979,"Progerin induces premature aging in stem cells.",true
980,"Propriospinal interneurons that play a role in the plastic reorganization of spinal circuits are integral for recovery from spinal cord injury.",true
982,"Proteins synthesized at the growth cone are ubiquitinated at a higher rate than proteins from the cell body.",true
984,"Pseudogene PTENP1 encodes a transcript that regulates PTEN expression.",true
985,"Pseudogene PTENP1 regulates the expression of PTEN by functioning as an miRNA decoy.",true
990,"Pyridostatin decreases telomere fragility in BRCA2-deficient cells.",false
992,"Pyridostatin deregulates G2/M progression.",true
993,"Pyridostatin destabilizes the G - quadruplex in the telomeric region.",false
994,"Pyridostatin encourages proliferation of homologous recombination - defective cells.",false
996,"Pyridostatin induces checkpoint activation.",true
997,"Pyridostatin induces double-strand breaks accumulation.",true
998,"Pyridostatin prevents double-strand breaks accumulation.",false
999,"Pyridostatin reduces proliferation of homologous recombination - defective cells.",true
1000,"Pyridostatin stabilizes the G - quadruplex in the telomeric region.",true
1003,"RAD52 is involved in break-induced DNA replication (BIR).",true
1004,"RANK-RANKL pathway signalling has no known association with development of Aire-expressing medullary thymic epithelial cells.",false
1005,"RANK-RANKL pathway signalling is linked to development of Aire-expressing medullary thymic epithelial cells.",true
1006,"RTEL1 interacts with TRF2 through a C4C4 motif",true
1009,"RUNX1 is downregulated or mutated in TLX1 T-ALL.",true
1011,"Radioiodine treatment of non-toxic multinodular goitre increases thyroid volume.",false
1012,"Radioiodine treatment of non-toxic multinodular goitre reduces thyroid volume.",true
1015,"Rapamycin delays aging in fruit flies.",true
1018,"Rapid phosphotransfer rates are correlated with histidine kinase regulator specificity.",true
1019,"Rapid phosphotransfer rates govern fidelity in two component systems",true
1020,"Rapid up-regulation and higher basal expression of interferon-induced genes increase survival of granule cell neurons that are infected by West Nile virus.",true
1021,"Rapid up-regulation and higher basal expression of interferon-induced genes reduce survival of granule cell neurons that are infected by West Nile virus.",false
1023,"Recognition of start codons depends on the translation initiation factor IF3.",true
1024,"Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.",true
1028,"Reduced responsiveness to interleukin-2 in regulatory T cells is associated with autoimmune diseases such as Type 1 Diabetes.",true
1029,"Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.",false
1030,"Reducing H3k4me3 methylation induces mouse epiblast stem cells to naive pluripotency efficiently.",true
1031,"Reduction of Rpl38 alters the composition of the Hox gene mRNAs translation in mice without lowering overall protein synthesis.",true
1034,"Removal of H3K9me3 by ectopic expression of other H3K9 demethylases decreases reprogramming efficiency in SCNT experiments.",false
1035,"Removal of H3K9me3 by ectopic expression of other H3K9 demethylases improves reprogramming efficiency in SCNT experiments.",true
1036,"Removal of H3K9me3 improves reprogramming efficiency in human somatic cell nuclear transfer experiments.",true
1040,"Replacement of histone H2A with H2A.Z accelerates gene activation in yeasts by destabilizing +1 nucleosomes.",true
1041,"Replacement of histone H2A with H2A.Z slows gene activation in yeasts by stabilizing +1 nucleosomes.",false
1042,"Repressing IL-18 has negative effects on atherosclerotic lesion composition and progression.",false
1043,"Retinoic acid receptor-related orphan receptor gamma (RORγ) is a therapeutic target for castration-resistant prostate cancer (CRPC)",true
1044,"Rhythmic expression of Cry1 translates directly into a circadian regulation of cAMP signaling in gluconeogenesis.",true
1045,"Rhythmic expression of Cry1 translates directly into a circadian regulation of cAMP signaling in hepatic glucose metabolism.",true
1048,"Ribosomopathies have a high degree of cell and tissue specific pathology.",true
1049,"Ribosomopathies have a low degree of cell and tissue specific pathology.",false
1050,"Risedronate increases risk of vertebral and non-vertebral fractures.",false
1054,"Risk of cardiovascular events can be cut by a third by using antihypertensive drug therapy among hemodialysis patients.",true
1055,"Risk-adjusted mortality rates are similar in teaching and non-teaching hospitals.",true
1056,"Rotator cuff exercises are more effective than general exercise therapy in reducing pain and improving function of the shoulder.",true
1062,"S-nitrosylated GAPDH physiologically transnitrosylates histone deacetylases.",true
1065,"Satellite cell dysfunction is a key factor in sarcopenia development.",false
1069,"Scapular stabilizer exercises are more effective than general exercise therapy in reducing pain and improving function of the shoulder.",true
1072,"Sepsis related mortality has remained stable between 2009-2014.",true
1073,"Sepsis related mortality has risen from 2009 to 2014.",false
1081,"Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.",false
1084,"Side effects associated with antidepressants increases risk of stroke.",true
1086,"Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.",true
1087,"Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.",false
1088,"Silencing of Bcl2 is important for the maintenance and progression of tumors.",false
1089,"Smc5/6 engagment drives the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.",true
1090,"Smc5/6 engagment halts the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.",false
1097,"Splenomegaly is observed in knockin mouse lacking the SHP-2 MAPK pathway.",true
1101,"Stiff substrates encourage mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.",false
1102,"Stiff substrates inhibit mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.",true
1103,"Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.",false
1104,"Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.",true
1105,"Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.",true
1106,"Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.",false
1107,"Subcutaneous fat depots undergo extensive browning processes after cold exposure.",true
1109,"Suboptimal nutrition is a leading cause of premature death",true
1110,"Suboptimal nutrition is not predictive of chronic disease",false
1114,"Surfactin producing cells and exopolymer producing cells cooperate to generate ""Van Gogh"" bundles that have sliding abilities on specialized media.",true
1115,"Surgical treatment is not superior to non-surgical in treating adults with displaced fractures of the proximal humerus.",true
1119,"Sympathetic nerve activity is elevated throughout normal pregnancy.",true
1120,"Sympathetic nerve activity is reduced throughout normal pregnancy.",false
1121,"Synaptic activity enhances local release of brain derived neurotrophic factor from postsynaptic dendrites.",true
1125,"Systemic immunosuppressive (IS) therapy does not enhance the chance of cancer mortality in patients with inflammatory eye disease (IED)",true
1126,"Systemic immunosuppressive (IS) therapy increases the chance of cancer mortality in patients with inflammatory eye disease (IED)",false
1127,"Systemic lupus erythematosus is a risk factor for cardiovascular disease.",true
1128,"T cell receptor /CD3 microdomains are required to induce the immunologic synapse.",true
1130,"T regulatory cells (tTregs) lacking αvβ8 are more adept at suppressing pathogenic T-cell responses during active inflammation.",false
1132,"TCR/CD3 microdomains are a required to induce the immunologic synapse to activate T cells.",true
1133,"TMEM27 is a marker for beta cells.",true
1134,"TNFAIP3 is a glioblastoma tumor enhancer.",true
1135,"TNFAIP3 is a glioblastoma tumor suppressor.",false
1136,"TNFAIP3 is a tumor enhancer in glioblastoma.",true
1137,"TNFAIP3 is a tumor suppressor in glioblastoma.",false
1138,"TRAP+ osteoclasts regulate mature osteoblast maintenance.",true
1139,"Taking 400mg of α-tocopheryl acetate does not prevent prostate cancer.",true
1140,"Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.",false
1141,"Taking 400mg of α-tocopheryl acetate in combination with vitamin C reduces the risk of prostate cancer.",false
1142,"Taking anti-depresents is associated with a decrease in the Aβ level in the brain of experimental animals.",true
1144,"Taxation of sugar-sweetened beverages had no effect on the incidence rate of type II diabetes in India.",false
1145,"Taxation of sugar-sweetened beverages reduced the incidence rate of type II diabetes in India.",true
1146,"Teaching hospitals do not provide better care than non-teaching hospitals.",true
1148,"Ten percent (10%) of kidney cancers in the UK are attributable to excess weight.",true
1150,"Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia",true
1153,"The C-type lectin receptor (CLEC-2) rearranges the actin cytoskeleton in dendritic cells to promote efficient motility along stromal surfaces.",true
1156,"The DESMOND program caused substantial weight loss in most participants.",false
1157,"The DESMOND program demonstrates no significant impact on biochemical outcomes.",true
1158,"The DESMOND program demonstrates no significant impact on lifestyles outcomes.",true
1159,"The DESMOND program demonstrates no significant impact on weight loss.",true
1162,"The DdrB protein from Deinococcus radiodurans functions as a pentamer.",true
1163,"The DdrB protein from Deinococcus radiodurans is an alternative SSB.",true
1169,"The M2-phenotype in brown adipose tissue macrophages increases brown adipose tissue thermogenic activity.",true
1170,"The NF-κB essential modulator gene induces intestinal inflammation by promoting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.",false
1171,"The NF-κB essential modulator gene prevents intestinal inflammation by inhibiting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.",true
1173,"The PDPN gene deactivates the C-type lectin receptor (CLEC-2).",false
1176,"The PRDM1 gene is a key determinant of primordial germ cells.",true
1177,"The PRDM1 gene, when combined with the PRDM14 gene, plays an important role during primordial germ cell specification.",true
1180,"The PRR MDA5 is a sensor of RNA virus infection.",true
1181,"The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).",true
1182,"The Snf1 complex regulates carbon and energy metabolism in baker's yeast (Saccharomyces cerevisiae).",true
1184,"The US health care system can save up to $5 billion if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.",false
1185,"The US health care system can save up to $750 million if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.",true
1187,"The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.",true
1202,"The center of the granuloma in an immune cell induces a pro-inflammatory immune response.",true
1205,"The combination of physical examinations with C-reactive protein values do not improve the accuracy of radiographic verified pneumonia predictions.",false
1209,"The deamination of cytidine to uridine on the minus strand of viral DNA can inactivate the viral genome by inducing G-to-A mutations.",true
1210,"The density of cytokine receptor bearing cells affects the distance over which cytokines act.",true
1211,"The density of cytokine receptor bearing cells has no effect on the distance over which cytokines act.",false
1216,"The extracellular domain of TMEM27 is cleaved in human beta cells.",true
1220,"The generation of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells.",true
1221,"The genomic aberrations found in matasteses are very similar to those found in the primary tumor.",false
1223,"The innate immune response struggles to remove small numbers of parasites.",false
1224,"The latent infection of myeloid cells with human cytomegalovirus induces a number of changes in gene expression.",true
1225,"The locus rs647161 is associated with colorectal carcinoma.",true
1227,"The mean suicide rate in women is higher after miscarriage than live birth.",true
1228,"The mean suicide rate in women is lower after miscarriage than live birth.",false
1229,"The microtubule-dependent delivery and secretion of matrix metalloproteases (MMPs) is partially responsible for the disassembly of adhesion sites.",true
1230,"The minor G allele of FOXO3 downregulates pro-inflammatory cytokines.",true
1231,"The minor G allele of FOXO3 is related to less severe symptoms of Crohn's Disease.",true
1232,"The minor G allele of FOXO3 is related to more severe symptoms of Crohn's Disease.",false
1234,"The minor G allele of FOXO3 up-regulates IL-10.",true
1237,"The most prevalent adverse events to Semaglutide are cardiovascular.",false
1238,"The most prevalent adverse events to Semaglutide are gastrointestinal.",true
1239,"The myocardial cell lineage originally develops from cardiac progenitors of exclusively endodermal origin.",false
1241,"The myocardial lineage develops from cardiac progenitors of mesodermal origin.",true
1246,"The one-child policy has created a hospitable environment for female infants.",false
1248,"The peak incidence of fractures occurs during pubertal growth spurt in early adolescents.",true
1249,"The peak incidence of fractures occurs in toddlers.",false
1254,"The proliferative capacity of neural progenitors differs across species.",true
1255,"The proliferative capacity of progenitors is regulated cell-autonomously.",true
1258,"The recruitment of Wdr5 to its target loci depends on Kat8.",true
1259,"The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.",true
1260,"The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is independent of the patient's genetic make-up.",false
1261,"The removal of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells.",false
1262,"The repair of Cas9-induced double strand breaks in human DNA is error-prone.",true
1263,"The repeat-variable diresidue (RVD) in the loop of Transcription-Activator Like (TAL) effectors specifies the nucleotides-amino acid contact at the target promoter element.",true
1265,"The risk of breast cancer among parous women decreases with placental weight of pregnancies.",false
1266,"The risk of breast cancer among parous women increases with placental weight of pregnancies, and this association is strongest for premenopausal breast cancer.",true
1268,"The risk of cancer rises with level of alcohol consumption.",true
1269,"The risk of female prisoners harming themselves is ten times that of male prisoners.",true
1270,"The risk of male prisoners harming themselves is ten times that of female prisoners.",false
1271,"The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enhancement in MRI.",true
1273,"The sliding activity of kinesin-8 protein Kip3 promotes bipolar spindle assembly.",true
1274,"The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.",true
1276,"The tissue surrounding the granuloma in an immune cell induces an anti-inflammatory immune response.",true
1284,"Therapeutics receiving accelerated approval encounter a lower frequency of post-marketing safety events",false
1288,"There is a positive correlation between hip fractures and statin use.",false
1289,"There is a relation between Erythromycin use and hypertrophic pyloric stenosis.",true
1290,"There is an inverse relationship between hip fractures and statin use.",true
1293,"There is no increased risk of hypospadias with clomiphene.",false
1294,"There is no known interaction between Pioneer factor OCT3/4 and major chromatin remodeling factors.",false
1295,"There is no relation between Erythromycin use and hypertrophic pyloric stenosis.",false
1297,"There was an estimated 30 million cases of pneumonia in young children worldwide in 2010.",true
1298,"Thigh-length graduated compression stockings (GCS) did not reduce deep vein thrombosis in patients admitted to hospital who are immobile because of acute stroke.",true
1303,"Tirasemtiv has no effect on fast-twitch muscle.",false
1305,"Tirasemtiv targets fast-twitch muscle.",true
1311,"Trans-acting factors, such as lncRNAs, influence mRNA translation.",true
1312,"Transcription factor EB induces transcription of pro-inflammatory cytokines in macrophages infected with Staphylococcus aureus.",true
1319,"Transplanted human glial cells can differentiate within the host animal.",true
1320,"Transplanted human glial progenitor cells are incapable of forming a neural network with host animals' neurons.",false
1322,"Transplanted human glial progenitor cells can mature in their host animal.",true
1323,"Treatment with a protein named FN impairs regenerative abilities of aged muscles.",false
1324,"Treatment with a protein named FN restores regenerative abilities of aged muscles.",true
1327,"Tuberculosis incidence occurs at higher rates in more sparsely populated areas in the UK.",false
1328,"Tuberculosis-induced granulomas express different immune system protein signatures than the surrounding tissue.",true
1333,"Two variants of chromosome 6q21 are associated with radiation therapy-induced second malignancies in pediatric Hodgkin lymphoma patients.",true
1334,"Type 1 Diabetes is associated with subtle perturbations in T reg development.",true
1335,"UCB T cells maintain high TCR diversity after transplantation.",true
1336,"UCB T cells reduce TCR diversity after transplantation.",false
1337,"Ubiquitin ligase UBC13 generates a K63-linked polyubiquitin moiety at PCNA K164.",true
1339,"Ultrasound guidance significantly raises the number of traumatic procedures when attempting needle insertion.",false
1340,"Ultrasound guidance significantly reduces the number of needle insertion attempts necessary for a given procedure.",true
1341,"Ultrasound guidance significantly reduces the number of traumatic procedures when attempting needle insertion.",true
1346,"Upon developing tyrosine-kinase inhibitor resistance, new mutations in epidermal growth factor receptors emerge and cause treatment failure.",true
1347,"Upon viral challenge, influenza-specific memory CD4+ T cells greatly diminish the early production of inflammatory chemokines in the lung.",false
1348,"Upon viral challenge, influenza-specific memory CD4+ T cells greatly enhance the early production of inflammatory chemokines in the lung.",true
1351,"Upregulation of dynein in Drosophila neurons increases the number of microtubule plus-ends growing toward the cell body of each neuron.",false
1352,"Upregulation of mosGCTL-1 is induced upon infection with West Nile virus.",true
1355,"V-9302 inhibits antitumor responses by decreasing cell death and oxidative stress.",false
1356,"Vaccinating the gastrointestinal tract induces protection of rectal and vaginal mucosa.",true
1359,"Varenicline monotherapy is more effective after 12 weeks of treatment compared to combination nicotine replacement therapies with varenicline or bupropion.",false
1360,"Varenicline monotherapy is more effective after 26 weeks of treatment compared to combination nicotine replacement therapies with varenicline or bupropion.",false
1361,"Varying expression levels of EBI2 affect the positioning and migration of B cells.",true
1366,"VgrG (Tssl) protein punctures membranes by forming a spike at the tip of the tube apparatus.",true
1367,"Vitamin D deficiency effects birth weight.",true
1368,"Vitamin D deficiency effects the term of delivery.",true
1370,"Vitamin D deficiency is unrelated to birth weight.",false
1371,"Vitamin D is an important factor in the relationship between calcium and parathyroid hormone.",true
1372,"Walking in traffic areas in London did not improve lung function in elderly adults.",true
1373,"Walking in traffic areas in London improves lung function in elderly adults.",false
1376,"Whole brain radiotherapy increases the occurrence of new brain metastases.",false
1378,"Women are more susceptible to death due to pneumonia when compared to men.",true
1379,"Women with a higher birth weight are more likely to develop breast cancer later in life.",true
1380,"Women with a lower birth weight are more likely to develop breast cancer later in life.",false
1381,"YAP/TAZ is required in intestinal regeneration in mouse models of ulcerative colitis.",true
1382,"aPKCz causes tumour enhancement by affecting glutamine metabolism.",false
1383,"aPKCz causes tumour suppression by affecting glutamine metabolism.",true
1385,"cSMAC formation enhances weak ligand signalling.",true
1386,"cSMAC formation represses weak ligand signalling.",false
1389,"mTORC2 regulates intracellular cysteine levels through xCT inhibition.",true
1390,"mcm 5 s 2 U is required for proper decoding of NNR codons in eukaryotes.",true
1391,"miR-142-5P is a known regulator of raised body temperature.",true
1392,"miR-142-5P is a temperature-sensitive microRNA (miRNA).",true
1393,"miRNAs enforce homeostasis by suppressing low-level ''leaky'' transcription.",true
1403,"siRNA knockdown of A20 accelerates tumor progression in an in vivo murine xenograft model.",false
1404,"siRNA knockdown of A20 slows tumor progression in an in vivo murine xenograft model.",true
1406,"β-sheet opening occurs during pleurotolysin pore formation.",true
