fever_id,claim,classification
68613,Damon Albarn's debut album was released in May of 2014.,False
29544,The Ellen Show only stars Ellen DeGeneres.,False
212329,Mary-Kate Olsen and Ashley Olsen are Germans.,False
131487,A monster is always beautiful.,False
187785,The Sterile Cuckoo was adapted from a commercial.,False
219125,"Valencia has about 800,000 inhabitants in the administrative centre.",True
23861,Minor League Baseball provides opportunities for river development.,False
24797,Vedam stars Indian film actors and actresses.,True
46059,An exampled of a folk hero was Bhagat Singh.,True
36448,"George III was succeeded by his son, George IV.",True
208413,Excuse My French is the debut album of a hip hop recording artist.,True
138301,Birthday Song (2 Chainz song) was produced by a producer.,True
152694,Ricardo Montalbán was a singer.,True
178900,Dawood Ibrahim is a separatist terrorist.,False
16070,Emma Watson is an Italian actress.,False
171523,Fringe only aired on the WB.,False
220238,Aristocracy is a term with Greek etymology.,True
158635,Bill Graham Civic Auditorium was built in 1915.,True
60044,"None of the actors in Men in Black II were born on September 15, 1968.",True
31905,"Lost lasted from September 22, 2004 to May 23, 2010.",True
122812,Bonaire was excluded from the Netherlands Antilles until the country's dissolution.,False
6833,Chris Benoit's middle name is Michael.,True
186996,Bermuda Triangle is also known by another name.,True
93600,A Good Day to Die Hard was directed by John Carpenter.,False
58823,Marvel vs. Capcom: Infinite retains the series' traditional character assists.,False
223771,Ralph Fults was born in 1993.,False
73329,Muscarinic acetylcholine receptors exist in the cell membranes of other cells.,True
63444,"Lost ran from September 22, 2004 to May 23, 2010.",True
184076,Kenneth Lonergan is a man.,True
145012,Coeliac disease may result in increased risk of cancer.,True
198082,Story of My Life was recorded by a band that consisted of only boys.,True
15425,Kendall Jenner is a person.,True
85350,"Andrew Kevin Walker was born on Monday August 14, 1964.",False
27503,Mud stars multiple American actors.,True
42187,The horse has grown in size as it evolved.,True
107654,Ned Stark is the dishonorable lord of Winterfell.,False
183134,Tata Motors is a constituent of the BSE SENSEX index.,True
160052,Levoamphetamine increases concentration.,True
170400,Michael Vick is a former football quarterback.,True
127777,Exotic Birds achieved mostly local failure.,False
187321,"Diana, Princess of Wales got married on August 28, 1996.",False
194252,Coins of the Swiss franc are officially used coins.,True
114659,Jack Falahee has a middle name.,True
90981,Lucy Hale works in the entertainment industry.,True
96948,The Catcher in the Rye is a fictional literary work.,True
142161,Match Point explores exclusively the role of misfortune in life.,False
76196,"Camden, New Jersey is a country.",False
159936,Christa McAuliffe was a teacher at Concord High School.,True
48810,Clueless (film) was followed by a series of young adult organizations.,False
43168,Justine Bateman is not an American.,False
167447,Cadet Kelly was released in 2002.,True
43842,Heath Ledger only won awards while he was alive.,False
204449,"Tom Morello, Zack de la Rocha, and Brad Wilk co-founded Rage.",True
62457,Pulmonary embolism is indicated by slow breathing.,False
115028,English people are descended from no other peoples.,False
178908,Dawood Ibrahim isn't a terrorist.,False
98693,"Kesha was born on March 1st, 1987.",True
59678,Randy Savage is not a wrestler.,False
149392,Maximum Overdrive is a 1986 science fiction action horror comedy film written and directed by Stephen King.,True
211271,The Closer's seventh season began in July 2011.,True
59158,One True Thing is a comedy.,False
66406,SummerSlam is thrown by the NBA.,False
56959,Samsung entered the shipbuilding industries in the 1970's.,True
49192,The Armenian Genocide rarely was the extermination of Armenians who were mostly Ottoman citizens.,False
10688,Cleopatre premiered posthumously.,True
92586,Firefox is one of the most popular web browsers.,True
155125,Hebe's successor was Leto.,False
114778,Dan Trachtenberg has avoided filmmaking entirely.,False
10379,The horse was not called a Eohippus when it had multiple toes.,False
68043,Uranium-235 was discovered by a person who was born in August.,True
226153,Richard Dawkins has been awarded prestigious film awards.,False
32429,"Benjamin Franklin was born on April 17th, 1790.",False
139116,Internet access is the ability of organizations to disconnect the internet.,False
126773,Uranium-235 was discovered by a person who was born in July.,False
69883,Chris Benoit is from North America.,True
148057,The Nottingham Forest F.C. is barred from being a football club.,False
126678,The Colosseum is a wrestler from Italy.,False
166648,Anne Rice lived her entire life in Louisiana.,False
81613,Anxiety can lessen other mental health illnesses.,False
21986,"Sonny Bono was alive and well on January 6, 1998.",False
71700,"Menace II Society is set in South Central Los Angeles, California.",True
41764,Mad Max: Fury Road was released in the 21st century.,True
91498,Tiber Oil Field is a landlocked oil field.,False
131163,Cambridgeshire's county council is a council.,True
7138,The Tenth Doctor travels alone during the time period 2009-2010.,False
125315,"Phoenix, Arizona is the most populous city in Massachusetts.",False
93894,Johnny Van Zant released a solo album in 1992.,False
128793,The United States dollar is used.,True
103154,Sky UK is a company which serves the United Kingdom.,True
116148,Salman Rushdie was the writer of a novel published in 1981.,True
193444,Captain America's shield is used by the superhero name Captain America.,True
54151,Gray Matters is a TV show.,False
175486,Christian Gottlob Neefe was only a train conductor.,False
1494,Food Network is available in the United States.,True
151425,Hannah and Her Sisters is an American film.,True
94861,The Winds of Winter is the eighth book in a series.,False
138206,Brazzers is a pornographic production company based in Montreal.,True
166913,Johanna Braddy has no acting credits from 2015.,False
51260,Robinson Crusoe on Mars was a Greek tragedy.,False
146288,Ekta Kapoor directed Kumkum Bhagya.,False
129818,The Silver Surfer is a fictional super villain.,False
195071,Albert S. Ruddy is born on Mars.,False
174020,The Endless River is the fifteenth studio album of Pink Floyd.,True
192795,A staging area is only an unused piece of land.,False
55801,Homo sapiens are endangered.,False
130614,Ron Weasley is only part of the Game of Thrones series.,False
155046,Bruce Shand was unable to earn the Military Cross.,False
161572,Baz Luhrmann only has films from 2007.,False
162664,Norman Bates is a fictional character.,True
101553,Aldous Huxley published writings.,True
111976,Yvonne Strahovski worked on an ABC show.,True
130400,Theresa May was a councillor.,True
86635,Janelle Monáe is Canadian.,False
204008,Glee.com was launched in February of 2017 by Community Connect Inc..,False
109701,2016 Tour de France was won by a rider.,True
101224,The Maze Runner's budget was $34 million.,True
214789,The Tracey Fragments had its North American premiere somewhere other than at a film festival.,False
8290,Freddie Highmore has been nominated for the Critics' Choice Television Award.,True
138814,The highest point of the Hindu Kush is Tirich Mir in Khyber Pakhtunkhwa.,True
18030,Floyd Mayweather Jr. has made 30 career boxing knockouts in different special event professional boxing fights.,False
76615,South Island is divided from North Island by Cook Strait.,True
174624,The X-Files starred Harrison Ford.,False
63938,Queen (band) is a Canadian rock band.,False
204330,The Cretaceous is yet to end.,False
113098,"The Concert for Bangladesh raised close to $250,000 for Haiti relief.",False
211021,Resident Evil is the first installment in the Resident Evil video game series.,True
194580,There has been a person that has been nominated for two Emmy Awards name Kyle Maclachlan.,True
16437,Match Point was a film by Woody Allen.,True
118139,LinkedIn is based on Earth.,True
185188,You Only Live Twice was directed by a German man.,False
70490,Moscovium is atomic symbol Pb.,False
104650,Sleipnir is an animal.,True
138375,Mary of Teck's son married a Wallis Simpson.,True
182911,The cinematography of Far from the Madding Crowd was by an Spanish film director.,False
201796,Live Through This is only a short story.,False
203614,The 1976 thriller Duel was Steven Spielberg's directorial debut.,False
122252,The Mirny (sloop-of-war) was in expedition.,True
12610,Paul Nicholls did not play Joe Wicks.,False
97794,I Kissed a Girl was only recorded by an American bassist.,False
209122,Sennacherib's youngest son was Ismael.,False
162035,Benjamin Walker (actor) is a thespian.,True
27595,Emmanuel Macron worked as an investment banker.,True
19418,The Bengal tiger is a member of the largest cat species.,True
90911,Two and a Half Men is an British television sitcom.,False
114188,The Road to El Dorado only stars Ben Stiller.,False
29205,Aldous Huxley published film scripts.,True
131597,'Dog' is Duane Chapman's nickname.,True
168090,"Jean-Jacques Dessalines was born on October 2nd, 2017.",False
206021,There is a show called The Office (US).,True
218371,The French Resistance planned acts of sabotage on telecommunication networks.,True
199757,Tijuana is on an island.,False
4916,Paul Nicholls created Joe Wicks.,False
40666,The SpongeBob SquarePants Movie only stars Donald Trump.,False
177489,Pythagoras is unassociated with Pythagoras' ideas.,False
198544,Catherine Hardwicke has been unable to ever do any production design.,False
81361,Sherilyn Fenn directed Boxing Helena.,False
185408,CHiPs is an American action novel.,False
209346,Alexandria is the largest seaport in Egypt.,True
186325,The Hunchback of Notre Dame is notable only for its cast.,False
200300,David Veloz heavily revised the screenplay for Natural Born Killers.,True
216382,Homer Hickman is illiterate.,False
120630,The retreat of permafrost is an expected outcome of global warming.,True
158901,Unison (Celine Dion album) was originally released by Warner Music Group.,False
115211,"See You on the Other Side was certified platinum on March 8, 2006.",False
28324,Muscarinic acetylcholine receptors are actylcholine receptors.,True
17314,Telemundo is incapable of being owned by Comcast.,False
64628,There was a song performed on Glee called Rhythm Nation.,True
217201,A monk practices religious asceticism.,True
8208,Veeru Devgan choreographs stunts.,True
139961,Ludwig van Beethoven was part of the jam band era.,False
192193,"Sacre-Coeur, Paris is an embodiment of conservative ethical order.",True
163810,Ukrainian Soviet Socialist Republic was in an international organization.,True
16996,Solanum contains the horse nettles.,True
138708,Physics' main goal is to observe the behavior of the universe.,False
124203,Birthday Song (2 Chainz song) was banned by Mike Dean.,False
143872,The Greek language is spoken only outside of Cyprus.,False
102884,See You on the Other Side was certified gold in the US in January 2016.,False
152811,Stephen Hillenburg has always hated the ocean.,False
116686,George Harrison has been single his whole life.,False
37996,Victoria Palace Theatre is in a place named after Queen Elizabeth.,False
164997,Polar bears depend on sea ice.,True
34004,In the End has piano in it.,True
41091,"In the British Virgin Islands and Turks and Caicos Islands, the United States dollar is the sole currency.",True
13588,Shut Up is a song.,True
190168,Oscar de la Hoya was killed in 1990.,False
204421,Brad Wilk was a drummer for Greta.,True
109408,Doxycycline may cause increased risk of sunburn in children.,True
37100,Trouble with the Curve stars a cat.,False
140612,Zoe Saldana's birth year was 1978.,True
78816,The first inauguration of Bill Clinton was held on July 4th.,False
136848,Georges Gilles de la Tourette failed to describe symptoms of Tourette's syndrome.,False
124881,Elizabeth Olsen refuses to act.,False
164529,The Nobel Prize in Chemistry was awarded in every year but 1901.,False
14939,Knocked Up is a film.,True
17064,Henry III was the son of King Robert.,False
62149,Charles Howard Hinton wrote science fiction.,True
180730,In 1982 the single Victoria (Dance Exponents Song) was released.,True
143041,Augustus died in 140 AD.,False
108837,"Kesha was born on March 2nd, 1999.",False
6876,The Wallace  is historically inaccurate.,True
7041,Kareem Abdul-Jabbar is not ranked 3rd all-time in blocks.,False
121472,Golf is played in a place.,True
112371,The Challenge: Rivals III was on ABC.,False
86530,Michael B. Jordan was born.,True
220204,Raabta (song) is only from the musical The King and I.,False
209352,Alexandria is outside of Egypt.,False
135113,"The Raven (2012 film) was released in the United States on April 27, 2012.",True
119126,Babur was the last Mughal emperor.,False
24099,Pocahontas had a relationship with a Portuguese settlement.,False
189714,Action films are a subgenre of martial arts films.,False
123956,Homo sapiens live on a planet.,True
1916,Anna Nicole Smith had a modelling career.,True
86222,"James, Viscount Severn was born in the 2000s.",True
213927,"In 1994, Gray Matter Interactive Studios, Inc. was founded.",False
88046,Anne Boleyn is an influential person that was mentioned in many artistic and cultural work.,True
49458,B. R. Ambedkar was born in 1895.,False
151399,Reign Over Me was put out in 2007.,True
24595,One Dance reached number one in the Netherlands.,True
89229,Ashton Kutcher was not co-stars with Cameron Diaz.,False
212309,Mary-Kate Olsen and Ashley Olsen are also known as the Olsen twins.,True
41441,Yvonne Strahovski has worked on movies and TV shows.,True
12844,Penguin Books revolutionized publishing in the 1920s.,False
84647,Angelsberg is a country.,False
124993,Doxycycline may cause headaches.,True
87187,The Washington Monument is between 560 ft and 575 ft tall.,False
161222,Gal Gadot was ranked ahead of Shlomit Malka for Israel's highest earning actress/models.,True
63436,The Raven (2012 film) was released in the United States in May of 2012.,False
59689,Numb (Linkin Park song) was in the game Rock Band 2.,False
22002,Shooter is about an expert cowboy.,False
56200,Ashton Kutcher is a romantic comedy actor.,True
126423,Uganda was once under rule.,True
46792,Doxycycline may cause diarrhea.,True
76050,Hebe was unacquainted with any gods or goddesses.,False
48608,Pakistan's economy is 50th largest in nominal gross domestic product.,False
105540,Nymphomaniac (film) is not an installment in a trilogy.,False
51323,Thomas Jefferson did not found the University of Virginia.,False
168539,Rick Yune was on a Netflix show.,True
20121,Rob Sheridan was born in 1980.,False
93137,The Maltese language is a national language.,True
37112,TakePart is the digital division of Participant Media.,True
78683,Underdog was directed by Frederik Du Chau.,True
80693,Stan Beeman is the main character.,False
18079,"Scandinavia includes the three kingdoms of Denmark, Norway, and Sweden as of 1902.",True
187388,Rob McElhenney plays Mac on a TBS horror series.,False
149448,Kenny Chesney is Canadian.,False
139661,Colombiana was produced by Luc Besson in 2001.,False
88141,Wish Upon was not directed by John R. Leonetti.,False
85011,Mandy Moore had a career.,True
190090,Terrence Howard was in the film Iron Man.,True
103583,Woodrow Wilson lived.,True
38940,Google Search cannot find sports scores.,False
35174,"Bessie Smith was born on September 26, 1937.",False
44396,Murda Beatz is a gospel record producer.,False
32956,Colombiana was directed by Germans.,False
74140,Menace II Society is set in Paris.,False
103893,The first inauguration of Bill Clinton was on the West Front of the White House lawn.,False
199746,Tijuana is in Mexico.,True
68377,Ingushetia was established after Chechen-Ingush ASSR split into two.,True
122285,Bob Ross had no role in the creation of The Joy of Painting.,False
134349,Sam Claflin is a person.,True
12319,Adam Lambert's album premiered at number one on the U.S. Billboard 200.,True
75794,The Saw franchise is a collection of TV shows.,False
154393,Uranium has an atomic number of zero.,False
86387,Fuller House (TV series) is in a genre.,True
201389,Varsity Blues (film) is incapable of being a film.,False
126814,The Hundred Years' War includes a phase.,True
20782,John S. McCain Jr. graduated from the U.S. Naval Academy.,True
202297,The New Jersey Turnpike has shoulders.,True
60495,From 2005 to 2013 Jens Stoltenberg was Prime Minister of Norway.,True
115659,"In the 1970's, Samsung entered the construction industry.",True
202737,The Chaperone (film) is a American television show.,False
219693,Corsica is a mountain.,False
202776,Despicable Me 2 was directed by someone.,True
116870,A River Runs Through It has been nominated for an Oscar.,True
115294,Aristotle tutored Alexander the Great starting in 2009.,False
53998,The Visigoths converted from Arianism to Nicene Christianity in 589 under Reccared I.,True
50850,Emma Watson was born in 2001.,False
17376,Joseph Merrick's was the subject of a historical drama.,True
103003,Kate Walsh was on a television show.,True
172765,The Beach is based on a novel.,True
131625,Amancio Ortega owns a retail company.,True
118117,Color of Night won an award for an Olympic Event.,False
218239,Libya is in Africa.,True
58175,There is a mental disorder called Dissociative identity disorder.,True
221148,Ted Cruz was miscarried.,False
22724,The Hunger Games' second film is Mockingjay.,False
53662,James Jones won the Three-Point Contest.,True
128248,Tatum O'Neal was born in 1987.,False
152422,2016 Tour de France was not a 21-stage race.,False
115173,"Wildfang was established in Portland, Oregon.",True
109878,The Greek language is spoken only outside of Greece.,False
59907,Chris Kyle was not a United States Navy SEAL veteran.,False
120735,The Bahamas is a state that's recognized by other states that includes a series of islands that form an archipelago.,True
82196,Martin Van Buren was elected governor.,True
49839,Dakota Fanning is not American.,False
102583,The Africa Cup of Nations has only been held in even-numbered years.,False
198895,Nellie Bly influenced Lois Lane.,True
92090,Damon Albarn released a debut album.,True
197373,"Simón Bolívar was born on June 22nd, 1791.",False
71802,Wish Upon is a supernatural horror thriller film.,True
90085,Battle of the Bastards is a Game of Thrones episode.,True
204341,The Cretaceous is yet to start.,False
84506,"Yara Shahidi was born on February 10, 1900.",False
82396,Minor League Baseball is a professional baseball league hierarchy.,True
83454,Scandinavia does not contain Greenland.,True
183932,Gotham City Sirens contained no art.,False
177855,Milk is based on the life of a businessman.,False
107585,Two and a Half Men starred Charlie Sheen in 1998.,False
40443,Anneliese van der Pol is an actress.,True
129909,Kellogg's products are only manufactured in one country.,False
114739,Antigua and Barbuda was the birthplace of Christopher Columbus.,False
132716,TV Choice advertises TV broadcast programming listings.,True
221249,The Block (album) has an official single.,True
7639,A part of Saw (franchise) is Saw II.,True
179025,Jerry Robinson mentored Steve Ditko.,True
36350,Shape of You was only on the singles charts of Hungary and Poland.,False
156075,Aarhus is located on the west coast of the Jutland peninsula.,False
53567,A Milli is a song by someone born in 1982.,True
175739,The Cry of the Owl is based on a book.,True
168920,The Boeing 767 is an airliner.,True
85702,The Challenge XXX: Dirty 30 is a season of a show on Syfy.,False
62298,Recovery is an Eminem song.,False
218248,Libya is the smallest country in the world.,False
14069,Qui-Gon Jinn is a fictional Star Wars character.,True
65437,Philomena is American.,False
73281,Henry Cavill is an actor.,True
185167,You Only Live Twice was directed by Lewis Gilbert.,True
222035,Brubaker is a prison comedy.,False
159080,Guatemala's civil war had two sides.,True
97606,Faye Resnick works in interior design.,True
94522,Star Trek: Discovery is the first series since Star Trek: The Next Generation.,False
46964,Elizabeth of York married in 1811.,False
186598,Asylum Records is an American record label founded in 1979 by David Geffen and partner Elliot Roberts.,False
135008,Ekta Kapoor worked on an Indian soap opera.,True
16250,On Nickelodeon SpongeBob SquarePants is the highest rated series to ever air.,True
140869,Fuller House (TV series) is a television series' sequel.,True
59964,Civilization IV received high ratings.,True
89908,Doxycycline may induce diarrhea.,True
104930,"The Stanford prison experiment was funded by an organization that coordinates, executes, and promotes the science and technology programs of the U.S. Army and Marine Corps.",False
38654,Hannah and Her Sisters ends with a Christmas dinner.,False
163795,Ukrainian Soviet Socialist Republic was a founding member of the UN.,True
224139,Celebrity Rehab with Dr. Drew was a scripted TV drama.,False
201098,Marcus Bentley is an American broadcaster.,False
61977,Sarah Hyland started acting in 2001.,False
107320,"Super Bowl XLV was played before February 6, 2011.",False
67426,Henry II of France suffered an untimely death in 1567.,False
27869,Mount Rushmore was created by sculptor Tom Brady.,False
121454,"Bessie Smith lived out her days, from birth to death, on the fields of rural Germany.",False
38110,"The Adventures of Pluto Nash stars an actor that was born on February 5, 1961.",False
173137,Anne Sullivan is known for being Helen Keller's instructor.,True
25642,General Motors only sells automotive components,False
80075,The Columbia River undergoes drainage.,True
35720,Agent Raghav – Crime Branch was nominated for Best Weekend Show.,True
114495,Sean Penn was in Fast Times at Ridgemont High in 1982.,True
229304,A working animal can perform tasks after being trained.,True
157434,Miranda Otto is the aunt of actress Gracie Otto.,False
226878,Jenna Jameson started acting in erotic videos in 1990.,False
86474,Benzodiazepine is a medication.,True
